PDBCode,protID,lig_name,_merge
4ra1,Q52012,ALX-BNX,left_only
4zeb,Q52012,AGR,left_only
4zec,Q52012,C84,left_only
4zei,Q52012,LAO,left_only
4zek,Q52012,LAH,left_only
4rd0,Q980A5,GDP,left_only
4rd3,Q980A5,GDP,left_only
4rd6,Q980A5,GDP,left_only
4rdn,Q9Y5A9,6MD,left_only
4re2,A2YPH1,MVL,left_only
4re4,A2YPH1,IFM,left_only
4rpn,P52679,PCI,left_only
4rpo,P52679,T6C,left_only
4rr6,Q9YFY3,A3S,left_only
4rra,Q9YFY3,A3T,left_only
4rrf,Q58597,A3S,left_only
4rrg,Q58597,A3T,left_only
4rwj,P11362,66T,left_only
5am6,P11362,38O,left_only
5am7,P11362,38O,left_only
4rww,Q8Y3Y7,2BA,left_only
4tmk,P0A720,T5A,left_only
5tmp,P0A720,Z5A,left_only
4tpw,P06730,33R,left_only
4tqn,Q92793,UL4,left_only
4yk0,Q92793,98,left_only
5dbm,Q92793,58N,left_only
5eng,Q92793,5QN,left_only
5ep7,Q92793,5QR,left_only
5h85,Q92793,5XS,left_only
5j0d,Q92793,6F9,left_only
5mme,Q92793,8Q6,left_only
5mmg,Q92793,UT0,left_only
5mpk,Q92793,0BC,left_only
5mpn,Q92793,YE5,left_only
5mpz,Q92793,4I8,left_only
5mqe,Q92793,PKU,left_only
5nlk,Q92793,92E,left_only
5tb6,Q92793,77X,left_only
4trc,Q97W95,ADE,left_only
4u0f,P12493,3A8,left_only
4u0w,O34817,16G,left_only
4u43,O95819,3D8,left_only
4u54,P52293,3C5,left_only
4u5n,P52293,3D4,left_only
4u5o,P52293,3D5,left_only
4u5s,P52293,3D0,left_only
4ua8,D6E1Y1,MLR,left_only
4uac,D6E1Y1,ACR,left_only
4ual,Q9Y5S2,3FV,left_only
4ucc,P03418,ZKW,left_only
4uoh,A5J299,ADP,left_only
4uye,P55201,9F9,left_only
5eq1,P55201,BEA,left_only
5etb,P55201,5RO,left_only
5mwh,P55201,UWX,left_only
5o5a,P55201,9LN,left_only
5ov8,P55201,AXN,left_only
6ekq,P55201,WGX,left_only
4v24,Q9NYA1,GYR,left_only
4w97,P9WMB9,UCA,left_only
4wkb,A5F5R2,TDI,left_only
4x24,A5F5R2,TDI,left_only
4wn5,Q9Y2N7,MVC,left_only
4wop,P9WPQ5,CTP,left_only
4wrb,P14174,3TW,left_only
5hvs,P14174,65V,left_only
5hvt,P14174,NVS,left_only
5j7q,P14174,6H2,left_only
6b1k,P14174,C9G,left_only
6cbf,P14174,EWD,left_only
6cbg,P14174,EWG,left_only
4xaq,Q14416,40F,left_only
4xas,Q14416,40H,left_only
4xar,Q14832,40F,left_only
4xmb,Q14145,41P,left_only
5x54,Q14145,5-mer,left_only
4xmr,Q0P864,ILE,left_only
4xoc,A0A454AB91,KGM,left_only
4xtv,I6YFP0,44K,left_only
4xtw,I6YFP0,44M,left_only
4xtx,I6YFP0,590,left_only
4xty,I6YFP0,44L,left_only
4xtz,I6YFP0,594,left_only
4xu0,I6YFP0,44N,left_only
4xu1,I6YFP0,44O,left_only
4xu2,I6YFP0,44Q,left_only
4xu3,I6YFP0,44R,left_only
4xxh,P36673,T6P,left_only
4xy8,Q9H8M2,43U,left_only
5eu1,Q9H8M2,5SW,left_only
5f1h,Q9H8M2,5U6,left_only
5f25,Q9H8M2,5TU,left_only
5f2p,Q9H8M2,5TY,left_only
5i7x,Q9H8M2,67B,left_only
5i7y,Q9H8M2,69G,left_only
5igm,Q9H8M2,BMF,left_only
5ji8,Q9H8M2,6KT,left_only
4y0a,A0A0M3KL09,SKM,left_only
6i5g,P34913,PTG,left_only
4yc0,A3UNN4,5OF,left_only
4ykj,A0A0R4I973,ALA,left_only
4ymg,Q9HGR1,SAM,left_only
4ymh,Q9HGR1,SAH,left_only
5ufr,P51449,88J,left_only
6cn5,P51449,F7M,left_only
6j1l,P51449,B6L,left_only
4ymx,Q8RCC4,ARG,left_only
4ysl,A5VWI3,GSH,left_only
4z2b,Q6L8Q7,4LC,left_only
4zb6,A0A0R4I980,GDS,left_only
4zb8,A0A0R4I981,GDS,left_only
4zba,A0A0R4I985,GDS,left_only
4zcs,Q8IEE9,CDC,left_only
4zji,Q13153,4OQ,left_only
5dey,Q13153,59T,left_only
5dfp,Q13153,59U,left_only
5ime,Q13153,6BZ,left_only
4zl4,Q6PRR9,4PK,left_only
4zow,P0AEY8,CLM,left_only
5a6k,A0A0H2US73,NSG,left_only
5ahw,A0QYW6,CMP,left_only
5aqz,P0DMV8,SGV,left_only
5mkr,P0DMV8,TI8,left_only
5mks,P0DMV8,TI8,left_only
5aut,P53355,2AN,left_only
5ave,A0A0H3AES3,SER,left_only
5avf,Q9KL26,TAU,left_only
5b2d,Q9WAF5,SLT,left_only
5bv3,Q06151,M7G,left_only
5bw4,C7Q5P8,SAM,left_only
5c1m,P42866,4VO,left_only
5cep,Q12852,50E,left_only
5ceq,Q12852,50F,left_only
5vo1,Q12852,9FS,left_only
5cks,P0AB91,52L,left_only
5cp9,P14210,6O5,left_only
5cs3,P14210,EP1,left_only
5ct2,P14210,CXS,left_only
5d0r,Q96PN6,B1T,left_only
5d3x,Q8TCU6,4IP,left_only
5dq8,Q15562,FLF,left_only
5dqe,Q15562,50000,left_only
5dqf,P35747,CZE,left_only
5dus,K9N638,APR,left_only
5duw,P56470,5GO,left_only
5dxt,P42336,5H5,left_only
6gvf,P42336,FE5,left_only
5e1s,P06213,5JA,left_only
5e6o,Q23536,4-mer,left_only
5edl,O34738,VIB,left_only
5efa,Q9QLL6,MGT,left_only
5efc,Q9QLL6,GTP,left_only
5epl,O00257,6-mer,left_only
5ewk,C9Z6T8,P34,left_only
5ewy,C9Z6T8,5TQ,left_only
5ey0,Q2FZ27,GTP,left_only
5eyr,P9WMC1,5T0,left_only
5f08,P9WMC1,5TG,left_only
5f0f,P9WMC1,5TD,left_only
5j1r,P9WMC1,6FG,left_only
5j3l,P9WMC1,6FR,left_only
5f1r,P22262,42O,left_only
5f1v,Q9PPB4,3VN,left_only
5f2u,O43924,4-mer,left_only
5x74,O43924,JAY,left_only
5f8y,H2FH31,X6X,left_only
5fbi,P00746,5WD,left_only
5fck,P00746,5WC,left_only
6ftz,P00746,E7E,left_only
6fuh,P00746,E88,left_only
6fui,P00746,E7W,left_only
6fuj,P00746,E8B,left_only
5fe6,Q92831,5WZ,left_only
5fe7,Q92831,5WU,left_only
5fe9,Q92831,5WS,left_only
5lvq,Q92831,2LX,left_only
5lvr,Q92831,78Y,left_only
6j3o,Q92831,B4L,left_only
5fh7,Q86U86,5XL,left_only
5fh8,Q86U86,5XK,left_only
5hrv,Q86U86,64C,left_only
5hrw,Q86U86,64E,left_only
5hrx,Q86U86,64F,left_only
5fnr,Q9Z2X8,XMS,left_only
5fns,Q9Z2X8,XYY,left_only
5fnt,Q9Z2X8,0PL,left_only
5fnu,Q9Z2X8,L6I,left_only
6qmk,Q9Z2X8,J8H,left_only
6qmj,Q9Z2X8,J6K,left_only
5fog,B6AA20,VRT,left_only
5fol,B6AA20,SO8,left_only
5fsc,B0CZL6,G8Z,left_only
5fsx,C9ZP98,ADP,left_only
5fsy,C9ZP98,AR6,left_only
5g5f,A0A1P8NWC2,GSH,left_only
5kej,A0A1P8NWC2,GTX,left_only
5gmh,B3Y653,RX8,left_only
5gs9,Q8WTX7,ARG,left_only
5h5f,Q12314,SAM,left_only
5ha1,P09455,RNE,left_only
5hbs,P09455,RTL,left_only
6e6m,P09455,8CB,left_only
6e5t,P09455,HVJ,left_only
6e5l,P09455,HVD,left_only
5hbn,P37571,RPI,left_only
5hjq,Q9VIH7,I3P,left_only
5htl,Q9KUV7,C2E,left_only
5hwv,A5W4E3,MBN,left_only
5hz5,Q01469,65X,left_only
5i1q,P21675,67C,left_only
5mg2,P21675,7M8,left_only
5i2e,P49773,67D,left_only
5i2f,P49773,BS5,left_only
5ipc,P49773,6CE,left_only
5kly,P49773,6UR,left_only
5kma,P49773,777,left_only
5wa8,P49773,9ZA,left_only
5wa9,P49773,9ZD,left_only
6n3y,P49773,HHJ,left_only
6n3x,P49773,KBD,left_only
6n3w,P49773,KBJ,left_only
6n3v,P49773,KB7,left_only
5i9x,P29317,DB8,left_only
5i9y,P29317,1N1,left_only
5i9z,P29317,627,left_only
5ia0,P29317,A5B,left_only
5ia1,P29317,ZZL,left_only
5ia2,P29317,L66,left_only
5ia3,P29317,P17,left_only
5ia4,P29317,88Z,left_only
5ia5,P29317,GV0,left_only
5njz,P29317,8ZH,left_only
5nk2,P29317,8ZZ,left_only
5nk3,P29317,92Q,left_only
5nk4,P29317,90E,left_only
5nk6,P29317,90W,left_only
5nk7,P29317,8ZZ,left_only
5nk8,P29317,90Z,left_only
5nk9,P29317,912,left_only
5nka,P29317,91H,left_only
5nkb,P29317,8ZT,left_only
5nkc,P29317,90T,left_only
5nkd,P29317,91K,left_only
5nkg,P29317,8ZK,left_only
5nkh,P29317,8ZQ,left_only
5nki,P29317,8ZW,left_only
6fnf,P29317,DXH,left_only
6fng,P29317,DWT,left_only
5ih9,Q14680,6BF,left_only
5ijr,O14786,HRG,left_only
5iyy,O14786,R40,left_only
5j1x,O14786,AR5,left_only
5jgi,O14786,AAG,left_only
5jgq,O14786,6JY,left_only
5jhk,O14786,6K8,left_only
6fmc,O14786,DUE,left_only
5ikb,Q01812,KAI,left_only
5ioz,A5U9I4,6C4,left_only
5irr,A8IYS5,GSP,left_only
5j7w,Q834R3,MTX,left_only
5jhb,P48736,6K5,left_only
5jox,A7LXT8,EDG,left_only
5jsg,Q9Y657,6P9,left_only
5jsj,Q9Y657,6PD,left_only
6qpl,Q9Y657,JC5,left_only
5jsq,Q07010,6MS,left_only
5k8s,Q7KQK0,CMP,left_only
5kat,A0A0H3JRN6,P4P,left_only
5kcb,A0A0H3JRN6,ET,left_only
5kax,Q8KFZ1,RHQ,left_only
5km9,Q9BX68,ADN,left_only
5ko1,Q8NB16,6UY,left_only
5ko5,A0A0U3AGT1,CYT,left_only
5kqx,C8BD48,ROC,left_only
5kqy,C8BD48,017,left_only
5kr0,C8BD48,478,left_only
5kr1,V5YAB1,017,left_only
5kr2,V5YAB1,ROC,left_only
5l2s,Q00534,6ZV,left_only
5l8a,Q8IEW2,6RB,left_only
5l9o,Q7D447,GOP,left_only
5lom,Q7D447,SNW,left_only
5ldm,A0A140NFI1,2AM,left_only
5ldp,A0A140NFI1,ATP,left_only
5lne,A0A0H2V7F6,2-mer,left_only
5lso,Q96I25,6-mer,left_only
5lud,P62937,76X,left_only
5t9u,P62937,7HG,left_only
5t9w,P62937,78E,left_only
5t9z,P62937,78R,left_only
5ta2,P62937,78X,left_only
5ta4,P62937,838,left_only
6gji,P62937,F1E,left_only
6gjj,P62937,L36,left_only
6gjl,P62937,F1Q,left_only
6gjm,P62937,L36,left_only
6gjn,P62937,F0Q,left_only
6gjr,P62937,F0W,left_only
5lz4,Q13093,7BW,left_only
5lz5,Q13093,7K4,left_only
5lz7,Q13093,7BK,left_only
5m04,P42641,GDP,left_only
5m28,B0L7B0,MLR,left_only
5m7s,O60502,NHT,left_only
5m7u,O60502,XHA,left_only
5mek,Q9C9C9,A3P,left_only
5mgj,Q9UIF9,7MX,left_only
5mgk,Q9UIF9,7MW,left_only
6fgg,Q9UIF9,D9B,left_only
5mlj,Q92830,9ST,left_only
6j3p,Q92830,B8O,left_only
5my8,Q96SB4,RXZ,left_only
5mz8,A9SS48,SIN,left_only
5n17,Q5A4W8,8FK,left_only
5n18,Q5A4W8,8HZ,left_only
5n1z,P41182,8GQ,left_only
6cq1,P41182,F8J,left_only
5n9r,Q93009,8RN,left_only
5ngz,Q9NPD8,2BG,left_only
5nn5,P10253,NOJ,left_only
5nn6,P10253,MIG,left_only
5o58,Q9X1T1,2-mer,left_only
5o9o,Q06135,9PB,left_only
5o9p,Q06135,9P8,left_only
5o9q,Q06135,9PH,left_only
5o9r,Q06135,9PK,left_only
5o9y,Q06135,9PN,left_only
5oa2,Q06135,9PW,left_only
5oa6,Q06135,9PT,left_only
5oei,Q6N193,OOG,left_only
5oku,Q6N193,0L1,left_only
5ovr,P54829,AXK,left_only
5ovx,P54829,AY5,left_only
5oxk,Q5M4H8,2-mer,left_only
5qa8,Q6XEC0,JSX,left_only
5qal,Q6XEC0,TVZ,left_only
5qay,Q6XEC0,X6P,left_only
5sym,O75608,71Q,left_only
5t8o,Q9WUL6,76Z,left_only
5t8p,Q9WUL6,774,left_only
5tef,Q8TEQ6,GTG,left_only
5tkj,P04578,8-mer,left_only
5tkk,P04578,8-mer,left_only
6mqe,P04578,8-mer,left_only
6mqc,P04578,8-mer,left_only
5tpx,Q8IB67,7H7,left_only
5twj,P0A8I8,SAM,left_only
5uc4,P08238,83S,left_only
5ucj,P08238,KU3,left_only
5umx,A0A125SA29,RBF,left_only
5umy,A0A125SA29,TNN,left_only
6bbx,A0A125SA29,D77,left_only
5uxf,Q8VC28,2BA,left_only
5var,O75164,92Y,left_only
5vc3,P30291,DB8,left_only
5vc4,P30291,XZN,left_only
5vd2,P30291,34W,left_only
5vcv,Q99640,1N1,left_only
5vcw,Q99640,93J,left_only
5vcy,Q99640,DB8,left_only
5vcz,Q99640,XZN,left_only
5vd0,Q99640,8X7,left_only
5vd1,Q99640,P48,left_only
5vd3,Q99640,H8H,left_only
5vja,O43293,DUK,left_only
5vr8,O60701,UDX,left_only
5vsj,Q9L1K2,9HV,left_only
5w1e,Q9Z4X2,PHB,left_only
5wbm,P50053,A4G,left_only
5wbo,P50053,A1Y,left_only
5wl0,Q67296,21G,left_only
5wp5,Q944H0,SAH,left_only
5xmx,Q03181,89L,left_only
5xo7,A0A0D2ILK1,36J,left_only
5z7j,A0A0D2ILK1,36J,left_only
5xpi,Q96T88,8C3,left_only
5yas,P52704,FAC,left_only
5yh8,Q2FVE7,8UX,left_only
5yhe,Q2FVE7,8UX,left_only
5yhg,Q2FVE7,8UX,left_only
5yj8,Q9H7E2,8W9,left_only
5yyf,P42568,7-mer,left_only
5yz2,P0AE78,AMP,left_only
5z7b,Q8NN31,VNL,left_only
5z99,Q7VL18,SLB,left_only
5zkc,P08172,3C0,left_only
6ayo,Q0PC20,C1Y,left_only
6ayq,Q0PC20,TDI,left_only
6ayr,Q0PC20,BIG,left_only
6ays,Q0PC20,HT6,left_only
6ayt,Q0PC20,4EH,left_only
6b5q,Q96GG9,5-mer,left_only
6b7a,P0A6I6,CWM,left_only
6b7b,P0A6I6,CWJ,left_only
6chp,P0A6I6,F0Y,left_only
6ckw,P0A6I6,F6D,left_only
6bdy,P13009,SFG,left_only
6bm5,P13009,SAM,left_only
6bm6,P13009,SAH,left_only
6ixd,Q5RZ08,B0F,left_only
6cdo,Q2N0S5,8-mer,left_only
6cdp,Q2N0S5,8-mer,left_only
6cwh,C1JZ07,6LA,left_only
6cwn,C1JZ07,6LA,left_only
6dh1,Q7ZCI0,K13,left_only
6dh2,Q7ZCI0,A60,left_only
6dh6,Q7ZCR0,017,left_only
6dh7,Q7ZCR0,K13,left_only
6dh8,Q7ZCR0,A60,left_only
6edr,P28907,ZNA,left_only
6eif,Q13627,B5T,left_only
6eij,Q13627,B5Z,left_only
6eiq,Q13627,B6Z,left_only
6eir,Q13627,B6H,left_only
6eis,Q13627,B6N,left_only
6ep4,P06276,DME,left_only
6eqp,P06276,BUW,left_only
6epz,A0A083ZM57,MLB,left_only
6euw,Q2LG68,BYB,left_only
6eux,Q5V8X3,BYB,left_only
6evn,O15460,9-mer,left_only
6exs,A0A657M1C3,C3H,left_only
6f05,O80852,GTS,left_only
6f9g,Q88NI1,PUT,left_only
6faa,G0SEG4,ADP,left_only
6fba,O15804,D48,left_only
6fni,P54760,DXH,left_only
6fnj,P54760,DWT,left_only
6g0z,A0A0H2XK72,GDP,left_only
6g14,A0A0H2XK72,G4P,left_only
6g34,Q8TF76,5ID,left_only
6g37,Q8TF76,FTU,left_only
6g38,Q8TF76,TBN,left_only
6g3a,Q8TF76,5ID,left_only
6g9i,Q05320,CXX,left_only
6gnm,Q9PTT3,27M,left_only
6gnp,Q9PTT3,F4Z,left_only
6gnr,Q9PTT3,6J3,left_only
6gnw,Q9PTT3,F52,left_only
6gon,Q9PTT3,8PF,left_only
6gvz,J9XXB7,CHO,left_only
6gw4,A0ZNP3,CHO,left_only
6gwr,Q08345,FEW,left_only
6gzd,P48729,LCI,left_only
6gzm,P48730,LCI,left_only
6h1u,P96257,ASP,left_only
6h2t,P96257,GLU,left_only
6h8s,P54830,FWB,left_only
6hai,Q8KRS7,FWW,left_only
6hke,Q6N446,MLT,left_only
6hpw,Q03111,GKT,left_only
6ht1,Q03111,GQ5,left_only
6t1i,Q03111,M7W,left_only
6t1j,Q03111,M7T,left_only
6t1l,Q03111,M7N,left_only
6t1m,Q03111,M8K,left_only
6t1n,Q03111,M7Z,left_only
6t1o,Q03111,M82,left_only
6mjf,A0A452CSY8,SAH,left_only
6rih,O43175,K4T,left_only
6plf,O43175,ONV,left_only
6r9x,P30405,JW2,left_only
6r9u,P30405,JVQ,left_only
6r8w,P30405,JVH,left_only
6r8o,P30405,JV2,left_only
6r8l,P30405,JUZ,left_only
6r4k,P22073,JSK,left_only
6qr9,B1MDI3,JEE,left_only
6qr7,B1MDI3,JEK,left_only
6qr4,B1MDI3,JD8,left_only
6qr3,B1MDI3,JE8,left_only
6qr2,B1MDI3,JQB,left_only
6qr1,B1MDI3,JFT,left_only
6qr0,B1MDI3,JFB,left_only
6qqz,B1MDI3,JEB,left_only
6qqw,B1MDI3,JDQ,left_only
6qqv,B1MDI3,JEW,left_only
6qqu,B1MDI3,JF8,left_only
6qqq,B1MDI3,JDE,left_only
6qrc,B1MDI3,JFE,left_only
6qe5,P37634,SAH,left_only
6qe0,P37634,HZ2,left_only
6qau,Q8IYT8,1FV,left_only
6py0,P04918,RTL,left_only
6pvz,P0AEG4,OZM,left_only
6poi,P0AEG4,OVS,left_only
6pve,P40261,OZP,left_only
6orr,P40261,N37,left_only
6pu3,A0A3Q9Y393,4-mer,left_only
6ppy,H2VFG5,OVY,left_only
6pi6,Q936X6,OKM,left_only
6pi5,Q936X6,GUN,left_only
6phx,A0A0H2URQ6,3-mer,left_only
6p9e,Q9NZH8,O6D,left_only
6p3v,P9WFK7,NRV,left_only
6p3t,P9WFK7,NRS,left_only
6ooy,P01375,A7M,left_only
6om8,Q19905,UDX,left_only
6oja,Q9JPG4,MET,left_only
6o95,Q9NWZ3,LSV,left_only
6o94,Q9NWZ3,LRS,left_only
6o5a,I7BFC3,2NC,left_only
6o5u,Q47030,KAN,left_only
6np5,Q47030,9CS,left_only
6np4,Q47030,TOY,left_only
6np3,Q47030,LLL,left_only
6np2,Q47030,SIS,left_only
6nyv,Q8I0P1,LBD,left_only
6ny0,P00383,LBA,left_only
6nxz,P00383,D49,left_only
6nwl,Q9UBK2,HCY,left_only
6nwk,Q9UBK2,DEX,left_only
6nfy,Q92918,B49,left_only
6ndl,Q2G258,BQX,left_only
6nco,P02649,KQP,left_only
6ncn,P02649,KJM,left_only
6mlp,P02911,ARG,left_only
6mlo,P02911,ARG,left_only
6mln,P02911,ARG,left_only
6mlj,P02911,ARG,left_only
6mli,P02911,ARG,left_only
6mle,P02911,ARG,left_only
6ml9,P02911,ARG,left_only
6mla,P02911,ARG,left_only
6mkw,P02911,HIS,left_only
6mku,P02911,ARG,left_only
6md8,Q9L5C7,J84,left_only
6kjd,B6H6L7,LVA,left_only
6k3l,A0A226BA59,3NG,left_only
6jtc,B2RID1,C8O,left_only
6jof,P9WFY7,BWR,left_only
5zhl,P9WFY7,9D0,left_only
6jfk,O95140,GDP,left_only
6jdi,G3XCV0,AGS,left_only
6j7e,G3XCV0,AGS,left_only
6jbe,Q5SLD7,GLC,left_only
6jbb,Q5SLD7,SUC,left_only
6jb4,Q5SLD7,MAL,left_only
6jb0,Q5SLD7,TRE,left_only
6jaq,Q5SLD7,GLC,left_only
6jap,Q5SLD7,SUC,left_only
6jao,Q5SLD7,PAL,left_only
6jan,Q5SLD7,MAL,left_only
6jam,Q5SLD7,TRE,left_only
6jag,Q5SLD7,TRE,left_only
6jad,Q5SLD7,GLC,left_only
6j9y,Q5SLD7,MAL,left_only
6j9w,Q5SLD7,TRE,left_only
6jay,A0A221ZS22,JUK,left_only
6jaw,A0A221ZS22,BBO,left_only
6jav,A0A221ZS22,BC0,left_only
6j72,I7FE16,GTP,left_only
6j0o,Q9Y5P4,XAF,left_only
6if0,Q9Y5P4,A59,left_only
6iez,Q9Y5P4,A50,left_only
5zym,Q9Y5P4,9M6,left_only
5zyl,Q9Y5P4,9MC,left_only
5zyg,Q9Y5P4,9N3,left_only
6j0g,O00478,H6P,left_only
6im4,O64094,6-mer,left_only
5zw6,O64094,6-mer,left_only
6ift,P37468,SAM,left_only
6idb,R4NN21,3-mer,left_only
6i18,Q16658,H0N,left_only
6i17,Q16658,GZW,left_only
6i14,Q16658,GZN,left_only
6i13,Q16658,H0Q,left_only
6i12,Q16658,H08,left_only
6i11,Q16658,H0H,left_only
6i0z,Q16658,GZQ,left_only
6hni,Q18A65,TYR,left_only
6hm1,A8GFD6,AO3,left_only
6hgs,P07741,5GP,left_only
6hgr,P07741,IMP,left_only
6gxg,O77404,FFN,left_only
6g2o,Q9BZ95,EJE,left_only
6g2f,Q9BZ95,EHW,left_only
6g2e,Q9BZ95,EHH,left_only
6g2c,Q9BZ95,EHT,left_only
6g2b,Q9BZ95,EH8,left_only
6g29,Q9BZ95,EHK,left_only
6g27,Q9BZ95,EHE,left_only
6g25,Q9BZ95,EHQ,left_only
6g24,Q9BZ95,EH2,left_only
6ftf,Q4DSV5,7CI,left_only
6fh3,P0DMM5,RPI,left_only
6dzx,C6S9R8,MED,left_only
6dys,A4GK78,HJ1,left_only
6dyr,A4GK78,HJD,left_only
6dsp,U5MRH9,PAV,left_only
6det,S3MDF0,ARG,left_only
6d19,Q9F663,YKG,left_only
6d18,Q9F663,GTV,left_only
6d17,Q9F663,VKE,left_only
6d16,Q9F663,FUJ,left_only
6d15,Q9F663,TWB,left_only
6mll,Q9F663,N1G,left_only
6czf,P0AG16,G4P,left_only
6cjs,P46598,2GJ,left_only
6cjr,P46598,E0G,left_only
6c85,C5GC63,PLQ,left_only
6as8,Q1RBS0,BTG,left_only
6aro,Q1RBS0,BS7,left_only
6arn,Q1RBS0,BQY,left_only
6aox,Q1RBS0,TF0,left_only
6arm,Q1RBS0,145,left_only
6ajr,A0QP43,URA,left_only
6abx,A4YGX6,FLC,left_only
6a87,A0A384E107,2-mer,left_only
5zvw,P0DOE3,6-mer,left_only
5zni,Q8T9Z7,YMZ,left_only
5znc,Q8T9Z7,QI9,left_only
5zg1,P42262,9C0,left_only
5zdb,Q9RZM4,AR6,left_only
5ymx,Q1DB04,GDP,left_only
5vh0,Q54436,8P0,left_only
5ogb,P29373,9U5,left_only
6qas,O75385,34W,left_only
6ssy,Q47537,P7I,left_only
6st0,Q47537,LUQ,left_only
6stl,Q47537,TAU,left_only
6ueg,A6V1E4,Q5G,left_only
