PDBCode,affinity
6p83,0.08
6p84,15.6
6p3v,0.096
6p3t,0.048
6ouv,2.8
6ooy,22.0
6om8,6.9
6oja,0.0002
6o95,0.0050999999999999995
6o94,0.0018000000000000002
6o5x,0.022
6o5a,0.514
6o5u,42.0
6np5,27.0
6np4,36.0
6np3,0.34
6np2,0.16
6o5t,0.316
6dd0,3.3
6o5g,2.0
6eeb,5.0
6nyv,0.312
6ny0,4.0
6nxz,3.5
6nwl,0.043000000000000003
6nwk,0.02
6nsv,0.0158
6nfy,0.016
6ndl,0.065
6nco,30.0
6ncn,900.0
6n9l,0.2
6n95,7.5
6mxc,2.73
6mm2,3.92
6mlp,200.0
6mlo,0.8
6mln,0.029
6mlj,0.055
6mli,3700.0
6mlg,9.0
6mle,0.001
6ml9,5.0
6mla,42.0
6mkw,17.0
6mku,0.07
6md8,4200.0
6m8q,0.37
6kjd,8.9
6k3l,0.0601
6jtc,8.45
6jon,13.2
6jof,10.4
5zhl,0.19
6jfk,14.4
6jdl,13.0
6jdi,7.8
6j7e,9.2
6jbe,19.8
6jbb,1.03
6jb4,1.04
6jb0,0.058
6jaq,111.23
6jap,16.02
6jao,13.8
6jan,1.61
6jam,5.95
6jag,31.5
6jad,48.3
6j9y,8.54
6j9w,7.46
6jay,1.99
6jaw,2.18
6jav,1.72
6j72,0.74
6j0o,11.9
6if0,0.31
6iez,0.3
5zym,1.7
5zyl,0.088
5zyg,6.2
6j0g,2.3
6iou,184.2
6ios,79.4
6ior,49.5
6im4,0.04
5zw6,0.01
6iht,6.2
6ift,21.0
6idb,0.4
6i18,85.0
6i17,0.25
6i14,1.5
6i13,7.6
6i12,2.7
6i11,29.3
6i0z,92.0
6hq7,0.769
6hni,94.0
6hm1,0.91
6hgs,170.0
6hgr,350.0
6haz,0.1
6gxg,5.7
6gdy,3.5
6g9x,120.0
6g2o,0.17
6g2f,6.8
6g2e,9.7
6g2c,22.0
6g2b,160.0
6g29,47.0
6g27,731.0
6g25,300.0
6g24,1700.0
6ftw,0.32
6ftf,0.008
6fh3,850.0
6ets,2.3
6dzx,3.5
6dys,56.4
6dyr,218.6
6dyn,638.9
6dsp,0.81
6det,0.006
6d9s,1.1
6d3q,0.0034
6d19,0.246
6d18,1.4
6d17,15.3
6d16,8.4
6d15,32.9
6mll,239.0
6czf,1.6
6cjs,0.0002
6cjr,0.0003
6c9v,0.1202
6c9s,0.048
6c85,126.0
6bs4,2.8
6bs3,1.5
6as8,0.089
6aro,7.1
6arn,6.5
6aox,15.0
6arm,10.6
6ajr,48.5
6abx,7190.0
6a87,700.0
5zvw,0.0024
5zni,40.3
5znc,0.0299
5zg3,0.061
5zg1,0.019
5zg0,0.082
5zdb,1.78
5yum,223.0
5ymx,0.12
5vh0,30.0
5ohy,6.8
5oht,0.96
5ogb,0.034
6qas,0.0181
6nzv,6.7e-05
6sge,0.0308
6ssy,649.0
6st0,7.463
6stl,0.0016
6ueg,19.5
