lig_name,SMILE
GTV,Cc1cc(C)c2c(c1)oc(=O)cc2CP(O)(O)O
FUJ,COc1ccc2c(c1)oc(=O)cc2CP(O)(O)O
TWB,O=c1cc(CP(O)(O)O)c2c(o1)cc(c(c2)C)C
1SY,Nc1[nH+]c(=O)c2c([nH]1)n(cn2)[C@@H]1O[C@H]2[C@H]([C@H]1OP(O)(O)OC[C@@H]1[C@@H](OP(OC2)(O)O)[C@H]([C@@H](O1)n1cnc2c1ncnc2N)O)O
1YC,Nc1[nH+]c(=O)c2c([nH]1)n(cn2)[C@@H]1O[C@H]2[C@H]([C@H]1OP(O)(O)OC[C@H]1O[C@H]([C@H](OP(OC2)(O)O)[C@@H]1O)n1cnc2c1ncnc2N)O
1YE,OC(=O)Cc1cccc2c1oc1c(C)c(C)ccc1c2=O
PP1,Cc1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C
PP2,Clc1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C
0J9,Nc1ncnc2c1c(nn2C(C)(C)C)c1cccc2c1cccc2
0JN,Nc1ncnc2c1c(Cc1cccc3c1cccc3)nn2C(C)(C)C
HCE,OCCCCSC[C@H]1C[N@H+](C[C@@H]1O)Cc1c[nH]c2c1ncnc2N
3QA,OCCOCCSCC[C@H]1C[N@H+](C[C@@H]1O)Cc1c[nH]c2c1ncnc2N
4EH,O[C@H]1C[N@@H+](C[C@@H]1CSc1cnccn1)Cc1c[nH]c2c1ncnc2N
4EZ,CCCCCC[N@@H+](Cc1c[nH]c2c1ncnc2N)CO
DHB,OC(=O)c1ccc(c(c1)O)O
JQ1,O=C(OC(C)(C)C)C[C@@H]1N=C(c2ccc(cc2)Cl)c2c(n3c1nnc3C)sc(c2C)C
1QK,OCC[C@@H]1CCCCN1c1cc(NCc2ccc[n+](c2)[O-])[n+]2c(n1)c(CC)c[nH]2
ADX,O[C@@H]1[C@@H](COP(OS(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
G9L,Fc1ccc2c(c1)c(O)nc1c2CN(CC1)C(=O)CC[NH+]1CCCCC1
0ET,CCCCC/C=C/CC[C@H](CSCCNC(=O)CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(C)C)O)O
0RT,FC(Cc1sc2c(c1)c(ncn2)N1CC[N](=C2NCC(S2)(C)C)CC1)(F)F
2S6,N#Cc1ccc(cc1)OCCC[N@@H+]1CC[C@H](CC1)[C@@](c1ccccc1)(C1CCCC1)O
2VK,N#Cc1ccc(cc1)OCCC[N@@H+]1CC[C@H](CC1)[C@](c1ccccc1)(C1CCCC1)O
3XW,N#Cc1cc2c(n1Cc1c[nH]nc1)ccc(c2C)C[N@@H+]1CC[C@H](CC1)Nc1ncnc2c1cc(s2)CC(F)(F)F
3XY,N#Cc1[nH]c2c(c1)cc(cc2)C[N@@H+]1CC[C@H](CC1)Nc1ncnc2c1cc(s2)CC(F)(F)F
10N,N#Cc1cnc2c(c1NCc1cccnc1N(S(=O)(=O)C)C)cc([nH]2)c1ccccc1
4GU,Fc1ccccc1Nc1ncnc2c1cn[nH]2
K9Y,O=C(Nc1cc(nn1c1ccc(cc1)C)C(C)(C)C)Nc1ccc(cc1)n1cnc2c1ncnc2N
KAO,O=C(Nc1cc(nn1c1ccc(cc1)C)C(C)(C)C)Nc1ccc(cc1)c1cccnc1
MVH,CNC(=O)C[C@@H](OP(OC)(O)O)C
E1G,O=C(c1cccc(c1)S(=O)(=O)N)CSc1ncccn1
WWX,OCCS(=O)(=O)c1c(N[C@@H]([C@H](c2ccccc2)O)c2ccccc2)c(F)c(c(c1F)F)S(=O)(=O)N
5EF,OCCS(=O)(=O)c1c(N[C@H]2CCc3c2cccc3)c(F)c(c(c1F)F)S(=O)(=O)N
6Z9,OCCS(=O)(=O)c1c(N[C@H]2CCCc3c2cccc3)c(F)c(c(c1F)F)S(=O)(=O)N
EOQ,OCCNC(=O)c1cc(c(cc1NCc1ccccc1)Cl)S(=O)(=O)N
EM5,OCCNC(=O)c1cc(c(cc1NC1CCCCC1)Cl)S(=O)(=O)N
19G,OC(=O)c1sc2c(c1CCCOc1cc(C)c(c(c1)C)Cl)cccc2
4M7,O[S@@]1CCCn2c3c1cccc3c(c2C(=O)O)CCCOc1cccc2c1cccc2
4M6,OC(=O)c1c(CCCOc2cccc3c2cccc3)c2c3n1CCCc3ccc2
9EA,CC(=O)N1CCN(CC1)c1ccc(cc1)OCc1nn(c(c1c1cccc2c1n(Cc1cccnc1)c(c2CCCOc1cccc2c1cccc2)C(=O)O)C)C
CJY,OC(=O)c1[nH]c2c(c1CCCOc1cccc3c1cccc3)cccc2
CN7,Cc1ccccc1c1cccc2c1n(CC[NH+]1CCOCC1)c(c2CCCOc1cccc2c1cccc2)C(=O)O
E4W,OC(=O)c1c2CCCOc3cc(SCc4cc(CSCc5c(c6c(n1C)c2ccc6Cl)c(C)n(n5)C)nn4C)cc1c3cccc1
E4Q,OC(=O)c1[nH]c2c(c1CCCOc1cccc3c1cccc3)cccc2c1c(CSCc2nn(c(c2)C)C)nn(c1C)C
JLE,CCc1sc2c(c1c1cccc3c1cc[nH]3)c(ncn2)N[C@@H](C(=O)O)Cc1ccccc1
N0M,O[C@H]1CCCC[C@@H](C)S(=O)(=O)NC(=O)c2cc3N(C[C@H]4[C@H]1CC4)C[C@@]1(CCCc4c1ccc(c4)Cl)COc3cc2
N0S,O[C@H]1/C=C/CC[C@@H](C)S(=O)(=O)NC(=O)c2cc3N(C[C@H]4[C@H]1CC4)C[C@@]1(CCCc4c1ccc(c4)Cl)COc3cc2
N0J,CC[C@@H]1CC/C=C/[C@H](O)[C@@H]2CC[C@H]2CN2c3cc(C(=O)NS1(=O)=O)ccc3OC[C@@]1(C2)CCCc2c1ccc(c2)Cl
KJP,OC(=O)c1ccc2c(c1)c(cn2C)N1C[C@@H](C)n2c(C1=O)c(CCCOc1cc(C)c(c(c1)C)Cl)c1c2c(c(cc1)Cl)c1c(C)nn(c1C)C
Q4D,Clc1ccc2c(c1)CCC[C@@]12COc2c3N(C1)C[C@@H]1CC[C@H]1[C@@H](OCC[NH+]1CC(C1)(F)F)/C=C/CCN(C(=O)C[C@](c(c3)cc2)(O)C(=O)NS(=O)(=O)N(C)C)C
Q4S,CO[C@H]1/C=C/CCN(C)C(=O)C[C@](c2cc3N(C[C@H]4[C@H]1CC4)C[C@@]1(CCCc4c1ccc(c4)Cl)COc3cc2)(O)C(=O)NS(=O)(=O)N(C)C
Q4V,O[C@H]1/C=C/CCN(C)C(=O)C[C@](c2cc3N(C[C@H]4[C@H]1CC4)C[C@@]1(CCCc4c1ccc(c4)Cl)COc3cc2)(O)C(=O)O
Q4Y,Clc1ccc2c(c1)CCC[C@@]12COc2c3N(C1)CCCC/C=C/CN(C(=O)C[C@](c(c3)cc2)(O)C(=O)O)C
Q51,O[C@H]1/C=C/C[C@H](C)[C@@H](C)S(=O)(=O)NC(=O)c2cc3N(C[C@H]4[C@H]1CC4)C[C@@]1(CCCc4c1ccc(c4)Cl)COc3cc2
409,[NH3+][C@H](C(=O)NS(=O)(=O)c1cccc(c1)c1ccc2c(c1)ncnc2N)[C@H](O)C
X16,Cc1nc(N)c2c(n1)cc(cc2)c1cccc(c1)S(=O)(=O)NC(=O)[C@H]([C@H](O)C)[NH3+]
1B3,Clc1nc(N)c2c(n1)cc(cc2)c1cccc(c1)S(=O)(=O)NC(=O)[C@H]([C@H](O)C)[NH3+]
19X,CCc1[nH]c2c(c1Cl)c(nc(n2)Sc1ccc2c(c1)C(=O)NC2)N1CC[C@H](C1)[NH3+]
CJC,CCc1[nH]c2c(c1Cl)c(nc(n2)Sc1cnc2c(c1)[nH]c(=O)cn2)N1CC[C@H](C1)[NH3+]
1BW,CCCC(=O)N[C@H]1C[NH2+][C@@H]([C@H]([C@@H]1O)O)CO
AGV,OC[C@H]1[N@H+](C[C@@H]([C@@H]1O)O)Cc1c[nH]c2c1ncnc2N
UA2,OC[C@H]1[NH2+][C@H]([C@@H]([C@@H]1O)O)c1c[nH]c2c1ncnc2N
MBY,OC[C@H]1[N@H+](C[C@@H]([C@@H]1O)O)Cc1csc2c1nc[nH]c2=O
6P3,OC(=O)c1ccc(nc1)c1ccccc1
10000,COc1cc(OC[C@H]([C@H]([C@@H]([C@@H](COc2cc(F)cc(c2)c2ccc(cn2)C(=O)O)O)O)O)O)c(cc1NC(=O)CSc1ccc(cn1)C(=O)O)Cl
10000000,COc1ccc(cc1NC(=O)CSc1ccc(cn1)C(=O)O)Cl
1DK,OC(=O)Cc1ccc(cc1)N1C(=O)C(=C([C@@H]1c1cc(C)c(cc1C)C)C(=O)c1cccs1)O
12G,OC(=O)Cc1ccc(cc1)N1C(=O)C(=C([C@@H]1c1ccccc1Cl)C(=O)c1ccccc1Cl)O
1DL,Brc1csc(c1)[C@@H]1N(c2ccc(c(c2)C(=O)O)C)C(=O)C(=C1C(=O)c1ccccc1)O
11Y,Brc1csc(c1)[C@@H]1N(c2ccc(c(c2)C(=O)O)Cl)C(=O)C(=C1C(=O)c1ccccc1)O
1D5,OC(=O)Cc1ccc(cc1)N1[C@@H](c2scc(c2)Br)C(=C(C1=O)O)C(=O)c1ccc(s1)Cl
1D6,OC(=O)Cc1ccc(cc1)N1C(=O)C(=C([C@@H]1c1cc(Cl)c2c(c1)OCO2)C(=O)c1cccc(c1)C)O
1D8,O=C1N(c2cccc(c2)C(=O)O)[C@H](C(=C1O)C(=O)c1cccc(c1)C(F)(F)F)c1cc(Cl)c2c(c1)OCO2
1D9,O=C1N(c2cccc(c2)C(=O)O)[C@H](C(=C1O)C(=O)c1cccc(c1)C(F)(F)F)c1cccc(c1)C(F)(F)F
1DE,Clc1ccc(s1)C(=O)C1=C(O)C(=O)N([C@H]1c1cc(Cl)c2c(c1)OCO2)c1cccc(c1)C(=O)O
PDC,OC(=O)c1cccc(n1)C(=O)O
1FT,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1S[C@@H]1O[C@@H](COP(O)(O)O)[C@H]([C@@H]([C@H]1O)O)O)O)O
QIC,O[C@@H]1[C@H](O)C[C@@](C[C@H]1O)(O)C(=O)O
I31,CCOc1cc(ccc1C1=N[C@@]([C@@](N1)(C)c1ccc(cc1)Cl)(C)c1ccc(cc1)Cl)C(C)(C)C
I29,Clc1ccc(cc1)[C@@]1(C)N(C(=N[C@@]1(C)c1ccc(cc1)Cl)C)C(=O)N1CC[N@H+](CC1)CCCS(=O)(=O)C
1JR,O=C1N[C@H](c2c1n[nH]c2c1ccccc1)c1cccnc1
JFK,COc1ccc(cc1OC)OCCN1CC[C@@H]2N([C@H](C1=O)CCC2)S(=O)(=O)c1ccc2c(c1)sc(=O)[nH]2
1KZ,COc1ccc(cc1OC)OCCOC(=O)[C@@H]1CCCCN1S(=O)(=O)c1ccc2c(c1)sc(=O)[nH]2
3JQ,OC[C@@H]([C@H]1CN(CCOc2ccc(c(c2)OC)OC)C(=O)[C@H]2N([C@@H]1CCC2)S(=O)(=O)c1cc(Cl)cc(c1)Cl)O
3JR,OC[C@H]([C@H]1CN(CCOc2ccc(c(c2)OC)OC)C(=O)[C@H]2N([C@@H]1CCC2)S(=O)(=O)c1cc(Cl)cc(c1)Cl)O
5B8,COc1cc(CC[C@H](c2cccc(c2)OCC[NH+]2CCOCC2)OC(=O)[C@@H]2CCCCN2C(=O)[C@@H](C2CCCCC2)[C@H](O)C)ccc1OC
IPE,CC(=C)CCOP(OP(O)(O)O)(O)O
H6P,OC[C@@H](CCOP(OP(O)(O)O)(O)O)C
2JA,OC[C@@H](CCCP(OP(O)(O)O)(O)O)C
URI,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O
KKN,O=C1OC2=C([C@H]1C)C=COC2
NAG-MBG,CO[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O)O)O
CAQ,Oc1ccccc1O
MCT,Cc1ccc(c(c1)O)O
EKZ,Oc1ccc(cc1O)C(C)(C)C
BP7,Oc1ccc(cc1O)c1ccccc1
5PN,O=C1OCc2c1cnc(c2O)C
PPY,O=C(C(=O)O)Cc1ccccc1
CP6,CCc1nc(N)nc(c1c1ccc(cc1)Cl)N
MTX,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C
04J,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NCc1cnc2c(n1)c(N)nc(n2)N
CFX,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2[C@@H]1SCC(=C2C(=O)O)COC(=O)N
2H8,CCC(O[C@@H]1CC(=C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)O)CC
1SN,CCC(O[C@@H]1CC(=C[C@@H]([C@H]1NC(=O)C)n1nnc(c1)[C@@H](CC)O)C(=O)O)CC
3AK,O=C1C(=O)c2c(N1Cc1ccccc1)cccc2
2AK,Cc1cc(Br)c2c(c1)C(=O)C(=O)N2
6K6,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2NCc1ccco1)COP(O)(O)O
N6P,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2c1ccc2c(c1)cccc2)COP(O)(O)O
D5X,O[C@H](C(C(=O)C)(O)O)COP(O)(O)O
D8X,CC(CC(=O)C([C@H](COP(O)(O)O)O)(O)O)C
HSX,O[C@H]1[C@@H](O)O[C@@H]([C@H]1O)COP(O)(O)O
8PR,Fc1ccc(cc1)[C@@H]1CC[NH2+]C[C@H]1COc1ccc2c(c1)OCO2
AZZ,OC[C@H]1O[C@H](C[C@@H]1N=N#N)n1cc(C)c(=O)[nH]c1=O
CF9,O=C(c1ccc(cc1)N(=O)=O)Oc1ccc2c3c1cccc3C(=O)O2
1XT,Cc1cccc(c1)n1nc(cc1c1ccc(cc1)OCc1ccc(cc1)c1ccc(o1)C(=O)O)C(=O)O
2P9,OC(=O)c1cc(n(n1)c1ccc(c(c1)Cl)Cl)c1ccc(cc1)C[NH2+][C@H](c1ccc(cc1Cl)c1ccc(o1)C(=O)O)S
3HS,OC(=O)c1cc(n(n1)c1ccc(c(c1)Cl)Cl)c1ccc(cc1)CNC(=O)c1ccc(cc1Cl)c1ccc(o1)C(=O)O
3HV,OC(=O)c1cc(n(n1)c1ccc(c(c1)Cl)Cl)c1ccc(cc1)Cn1ccc2c(c1=S)ccc(c2)c1ccc(o1)C(=O)O
3HW,S=C(c1ccc(cc1)c1cc(nn1c1ccc(c(c1)Cl)Cl)C(=O)O)NCc1ccc(cc1)c1ccc(o1)C(=O)O
3J0,S=C(c1ccc(cc1)c1ccc(o1)C(=O)O)NCc1ccc(cc1)c1cc(nn1c1ccc(c(c1)Cl)Cl)C(=O)O
5KR,Brc1ccc(cc1)NS(=O)(=O)c1cc(ccc1C)C(=O)Nc1ccccc1C(=O)O
1XJ,Clc1ccc(cc1)C1=C(C[N@@H+]2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(c(c2)S(=O)(=O)C(F)(F)F)N[C@H](CC[NH+]2CCOCC2)CSc2ccccc2)CC(CC1)(C)C
1XV,Clc1ccc(cc1)C1=C(COCC1)C[NH+]1CCN(CC1)c1ccc(cc1)C(=O)NS(=O)(=O)c1ccc(c(c1)N(=O)=O)NC1CCOCC1
F3Q,Oc1ccc(cc1)N(C(=O)c1cc(n2c1CCCC2)c1cc2OCOc2cc1C(=O)N1Cc2ccccc2C[C@H]1C[NH+]1CCOCC1)c1ccccc1
SHH,ONC(=O)CCCCCCC(=O)Nc1ccccc1
20Y,CC(=O)Nc1ccc(cc1)C(=O)Nc1cc(ccc1N)c1cccs1
IWX,O=C(C1CCOCC1)Nc1cc(ccc1N)c1ccc(cc1)F
6EZ,O=C([C@@H]1C[C@H]2CC[C@@H](C1)O2)Nc1cc(ccc1N)c1ccc(cc1)F
1YL,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1cccc2C
1YK,COc1cc(cc(c1OC)OC)c1cc2O[C@]3(C)CC[C@@]4([C@]([C@]3(Cc2c(=O)o1)O)(C)C(=O)C=CC4(C)C)O
HCS,OC(=O)[C@@H]([NH3+])CCS
Y01,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)OC(=O)CCC(=O)O)C)C
27O,OC(=O)[C@@H](c1ccc(c2c1cccc2)C1CCCCC1)C
2J2,OC(=O)[C@@H]1CCCc2c1[nH]c1c2cc(cc1)Cl
PV0,Oc1ccc(c(c1)O)S(=O)(=O)n1cc2c(c1)cc(cc2O)O
P46,NC(=O)C[C@@H](C(=O)N1CC[C@H](CC1)Nc1ccc2c(c1)CN(C2)S(=O)(=O)c1ccc(cc1O)O)[NH3+]
29W,COc1ccc2c(c1)cc(n2CC(=O)O)C(=O)NS(=O)(=O)c1ccc(cc1)C
2DJ,COc1ccc2c(c1)cc(n2CC(=O)O)C(=O)NS(=O)(=O)c1ccc(cc1)C(C)(C)C
2DW,COc1ccc2c(c1)cc(n2CC(=O)O)C(=O)NS(=O)(=O)c1ccc2c(c1)cccc2
2C9,Nc1c(C)cccc1N
24W,Nc1cccc2c1CC[NH2+]C2
2L1,Cc1[nH]cnc1C[N@H+]1CCc2c(C1)cccc2
2L2,Nc1cccc2c1C[N@H+](CC2)Cc1[nH]cnc1C
2CZ,CC(=O)N[C@H]1C[NH2+]C[C@@H]([C@H]([C@@H]1O)O)O
164,OC(=O)CCC(=O)C1=CC=C[C@H]([C@@H]1C(=O)O)O
2FQ,Cc1ncc2c(n1)N(C)C(=O)C(=N)C2
2GQ,N=C1NC(=O)c2c(C1)cccc2
2J5,Oc1ccccc1CNc1ncccc1C
2J6,Fc1ccc(c(c1)O)CNc1ncccc1c1ncccn1
2J7,Oc1ccccc1CNc1ncnc(c1)NCc1ccccc1O
AMG,CO[C@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O
2M9,COc1cc(c2c3c1ccc1c3c(cc2)c(cc1S(O)(O)O)S(O)(O)O)S(O)(O)O
2KH,O[C@@H]1[C@@H](COP(NP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O
FK5,CCC[C@@H]1C[C@H](C)C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)[C@H](C(=O)N2[C@H](C(=O)O[C@@H]([C@@H]([C@H](C[C@@H]1O)O)C)/C(=C/[C@@H]1CC[C@H]([C@@H](C1)OC)O)/C)CCCC2)O
2LW,Clc1ccc2c(c1)c1cn(ccc1n2)C(=O)C
3WQ,CCCOc1ccn2c(c1)c(cc2C(=O)C)c1ccccc1S(=O)(=O)C
UO1,Oc1ccc(c(c1)N(c1cn(c2c1cccc2)C(=O)C)C(=O)C)C
5KH,Oc1ccc(c(c1)N(c1cn(c2c1cccc2)C(=O)C)C(=O)c1cccc(c1)C(F)(F)F)C
7MX,CN1CC(=C(CC1=O)Cl)C(=O)OCC
7MW,CCC(=O)c1c[nH]c(c1)C(=O)OC
DE5,[NH3+]CC(=O)Nc1nccs1
7CH,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1ccc2c1ncnc2N
TZN,COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)[C@H]1CCCO1
HIS,OC(=O)[C@@H]([NH3+])Cc1c[nH]cn1
XX9,CN(c1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccc(c(c1)C(C)(C)C)O)Cc1ccccc1)C
2T9,COc1ccc(cc1Cn1cc(c2c1cc(cc2)c1cc(N)cc(c1)N)CC(=O)O)N(=O)=O
LCS,Cc1ncc(c(c1O)CNc1co[nH]c1=O)COP(O)(O)O
2TX,C[C@H](CCC[C@@H](CCCC(C)C)C)CCCC[C@H](CCC[C@H](CC[C@@H]1OC1(C)C)C)C
SQL,C[C@H](CCC[C@@H](CCCC(C)C)C)CCCC[C@H](CCC[C@@H](CCCC(C)C)C)C
25G,O=C(c1cccc(n1)CC1CCCCC1)Nc1ccc(cc1Cc1ccccc1)c1nnn[nH]1
2F6,Cn1nc(c(c1)c1ccn[nH]1)C
Q7M,O=C(Nc1cccc(c1)C(F)(F)F)Nc1ccc(cc1)n1c2nc3ccccc3nc2c(c1N)C(=O)N
5UD,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(F)c(=O)[nH]c1=O
M3N,OC[C@H]1O[C@H](n2nnc(c2)CO)[C@H]([C@H]([C@@H]1O)O)O
MAB,OC[C@H]1OC(=O)[C@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O)O)O
AVI,OC(=O)[C@@H]([NH+](C)C)Cc1nc[nH]c1
AVJ,OC(=O)[C@@H]([N+](C)(C)C)Cc1[nH]cnc1
DYT,OC(=O)[C@H](Cc1cnc[nH]1)Cl
31V,COc1cc(ccc1n1cnc(c1)C)c1nnn(c1)CC(=O)Nc1cc(nn1c1ccccc1)[C@@H]1C=C1
OOJ,O=C(Nc1nnc(s1)SCc1cc(=O)n2c(n1)ccc(c2)C)Nc1cccc(c1)C(F)(F)F
2VY,OCc1scc(c1C)Cc1cnc(nc1N)C
OP1,NC(=[NH+]CCC[C@H]([N@@H+]1[C@H](O)CC[C@@H]1C(=O)O)C(=O)O)N
2W2,OC(=O)CC[C@H](C(=O)O)[NH2+][C@H](C(=O)O)C/C=C/[NH+]=C(N)N
6DB,OC(=O)[C@@H]([NH2+][C@@H](C(=O)O)C)CCC[NH+]=C(N)N
AOZ,C[C@@H]([NH2+][C@H](C(=O)O)Cc1c[nH]cn1)C(=O)O
AQQ,C[C@@H]([NH2+][C@H](C(=O)O)CCC[NH3+])C(=O)O
AQK,[NH3+]CCC[C@@H](C(=O)O)[NH2+]CC(=O)O
GA3,OC(=O)[C@H]1[C@H]2[C@]3([C@H]4[C@]51CC(=C)[C@](C5)(O)CC4)C=C[C@@H]([C@@]2(C)C(=O)O3)O
2XL,CCCc1sc(nc1CSc1nc(N)cc(n1)N)c1ccc(c(c1)O)OC
2ZW,O=C(c1c(C)onc1c1ccccc1Cl)Nc1ccc(cc1)C(C)C
35O,COc1ccc(cc1)NC(=O)[C@H](Nc1[nH]c(=O)c2c(n1)n(nc2)C1CCCC1)C
1HA,O=C(NCCSC(=O)c1ccc2c(c1O)cccc2)CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(C)C)O
35Q,C[NH2+]Cc1cccc(c1)c1ccc(c(c1)NC(=O)[C@H]1C=NC(=O)C=C1C(F)(F)F)N1CC[N@H+](CC1)C
7DC,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCc1ccc(cc1)/N=N/c1ccc(cc1)C(=O)N[C@H](C(=O)O)C(C)C)C)CCC[NH+]=C(N)N)C)[NH3+]
7DU,OCc1ccc(cc1)NNc1ccc(cc1)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CO)[NH3+])C)CCC[NH+]=C(N)N)C
FZM,c1ccc(cc1)c1[nH]c2n(c1)ccc2
G2V,CN1CCC2=C1CC[C@@H](C2)c1cn2c(n1)CC=C2
G1Y,O=C(c1ccccc1)NCc1cccc(c1)c1cn2c(n1)CC=C2
G2J,COc1cccc(c1)C(=O)N(Cc1cccc(c1)c1cn2c(n1)CCC2)CC1CC1
OJM,CCOC(=O)CCc1[nH]cc(n1)CO
OJJ,COC(=O)N(Cc1ccccc1)CCCCc1ncc([nH]1)CO
OJG,OCc1c[nH]c(n1)CCCCNC(=O)Cc1ccccc1
OGM,COC(=O)NCCCCc1ncc([nH]1)CO
OH1,OCc1c[nH]c(n1)CCCCNC(=O)c1ccccc1
OGY,OCc1cnc([nH]1)CCCc1ccccc1
OH4,CO[C@H](c1ccccc1)CCc1ncc([nH]1)CO
OH7,OCc1c[nH]c(n1)CCCCNC(=O)C
OHV,OCc1cnc([nH]1)CCCCNC(=O)OCc1ccccc1
OHG,Cc1ncc([nH]1)CO
OHJ,CCCCc1ncc([nH]1)CO
HLJ,Fc1ccc(c(n1)C)c1cc(cc(c1)C(=O)NCc1ccc(c(c1)Cl)Cl)C[n+]1ccn(c1N)C
HLS,COc1cc(CNC(=O)c2ccc(c(c2)CNc2ncc[nH]2)F)cc(c1)OC
HLP,OC(=O)c1ccc(o1)Cn1cncc1
HLM,Clc1cccc(c1)[C@@H](NC(=O)c1cccc(c1)C[NH+]=C1NCCN1)C
HH7,Clc1ccc(c(c1)Cl)OCCCNc1ncc[nH]1
Q0M,CNC(=O)c1cc(cc(c1O)NS(=O)(=O)c1cc(Br)cc(c1O)Cl)C1(C#N)CCC1
Q0Y,COc1ccc(cc1S(=O)(=O)Nc1cc(Cl)ccc1O)Br
Q1M,COc1ccc(cc1S(=O)(=O)Nc1cc(Cl)cc(c1O)C(=O)O)Br
Q1G,N#CC1(CCC1)c1ccc(c(c1)NS(=O)(=O)c1cc(Br)ccc1O)O
THG,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NC[C@H]1CNC2=NC(=[NH+]C(=O)[C@H]2[NH2+]1)N
0O2,O[C@@H]1[C@H](OP(OP(O)(O)O)(O)O)[C@H](O[C@H]1n1cnc2c1[nH]c(N)[nH+]c2=O)COP(OP(OP(O)(O)O)(O)O)(O)O
3G7,O=C([C@@H]1CC[N@H+](C1)CC(=O)N1CCN(CC1)c1ccc(cc1)C(=O)C)Nc1ccc(c(c1)Cl)O
F8V,CS[C@]1(CC[N@H+](C1)CC(=O)N1CCN(CC1)c1ccc(cc1)c1ncccn1)C(=O)Nc1ccc2c(c1)c(n[nH]2)c1ccc(cc1)F
CU8,Cc1cccc(c1)c1ccnc2n1ncc2C(=O)N
7VF,Oc1ccc2c(c1)nccc2c1ccc(c(c1)C)O
G6P,O[C@@H]1O[C@H](COP(O)(O)O)[C@H]([C@@H]([C@H]1O)O)O
S7P,OC[C@@]1(O)O[C@@H]([C@H]([C@@H]1O)O)[C@@H](COP(O)(O)O)O
ALX-BNX,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O)O)OP(O)(O)O
AGR,OC[C@H]1O[C@@]([C@H]([C@@H]1OP(O[C@H]1[C@H](O)OC[C@@H]([C@@H]1O)O)(O)O)O)(CO)O[C@H]1O[C@H](CO)[C@@H]([C@H]([C@H]1O)O)O
C84,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O)O)OP(Nc1ncnc2c1ncn2[C@@H]1O[C@@H](C[C@@H]1O)OP(NC(=O)[C@@H]([C@H](C(C)C)O)O)(O)O)(O)O
LAO,O[C@@H]1OC[C@@H]([C@@H]([C@H]1OP(O)(O)O)O)O
LAH,CC(OP(O[C@H]1[C@H](O)OC[C@@H]([C@@H]1O)O)(O)O)C
6MD,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NC
RHN,OC(=O)c1cc(O)c2c(c1)c(O)c1c(c2O)c(O)ccc1
3QF,O=CC[N@H+](CCP(O)(O)O)CC[N@H+](CCP(O)(O)O)CCn1cnc2c1nc(N)[nH]c2=O
PCI,Clc1c(O)c(Cl)c(c(c1Cl)Cl)Cl
T6C,Clc1cc(Cl)c(c(c1)Cl)O
