lig_name,SMILE
AKH,OC(=O)c1cccc2c1occ2
ICO,OC(=O)c1c[nH]c2c1cccc2
ZSV,C=CC[N@@H+](Cc1ccc2c(c1C(=O)O)OC[C@@H](O2)CCC(=O)O)Cc1ccccc1C(=O)NCc1ccc(cc1)OC
NZL,[NH3+]CCCCCC(=O)N[C@H]1Cc2c([C@@H]1Cc1ccc3c(c1C(=O)O)OCO3)cccc2
X0P,COc1ccc(cc1)CNC(=O)c1cc2ccccc2cc1C[N@H+](Cc1cccc(c1C(=O)O)OC)C
S3G,CC(C[C@@H](Cc1ccc2c(c1C(=O)O)OCO2)CNC(=O)c1ccncc1)C
4D2,CC(C[C@@H](Cc1ccc2c(c1C(=O)O)OCO2)CNC(=O)c1cccnc1)C
VXO,CC(C[C@@H](Cc1ccc2c(c1C(=O)O)OCO2)CNC(=O)Cc1c[nH]c2c1cccc2)C
FYM,COc1ccc(cc1)CNC(=O)c1cc2OCOc2cc1C[N@H+](Cc1cccc(c1C(=O)O)OC)C
K1T,[NH3+]CCCC(=O)NC[C@H](Cc1ccc2c(c1C(=O)O)OCO2)CC(C)C
ID8,OC(=O)c1ccccc1Nc1cccc(c1C)C
FUN,OC(=O)c1cc(c(cc1NCc1ccco1)Cl)S(=O)(=O)N
4F8,OC(=O)c1[nH]c(nc1C(=O)O)c1ccccc1
DUR,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc(=O)[nH]c1=O
WSH,O=C(N[C@@H]1N=C(c2ccccc2)c2c(n3c1nnc3C)cccc2)OCc1ccccc1
EAM,CCNC(=O)C[C@@H]1N=C(c2ccc(cc2)Cl)c2c(n3c1nnc3C)ccc(c2)OC
1K0,OCCOc1c(C)cc(cc1C)c1nc2cc(OC)cc(c2c(=O)[nH]1)OC
31O,COC(=O)[C@@H]([C@@H]1N=C(c2ccc(cc2)Cl)c2c(n3c1nnc3C)ccc(c2)OC)C
31P,COC(=O)[C@@H]([C@@H]1N=C(c2ccc(cc2)Cl)c2c(n3c1nnc3C)ccc(c2)OC)CC
73B,Clc1ccc(cc1)N[C@@H]1C[C@H](C)N(c2c1cc(cc2)c1ccc(cc1)C(=O)O)C(=O)C
08H,Clc1ccc2c(c1)C(=NCc1n2c(C)nn1)c1ccccc1
08K,Clc1ccc2c(c1)c(nn(c1n2c(C)nn1)C)c1ccccc1
1GH,COc1cc2c(cc1c1c(C)noc1C)ncc1c2n(c(=O)[nH]1)[C@@H](c1ccccn1)C
8DQ,O=c1cc(oc2c1cccc2c1ccccc1)N1CC[NH2+]CC1
21Q,CCN(S(=O)(=O)c1ccc(c(c1)NC(=O)c1[nH]c(c(c1CC)C(=O)C)C)O)CC
LOC,COc1c(OC)cc2c(c1OC)c1ccc(c(=O)cc1[C@H](CC2)NC(=O)C)OC
L46,CNC(=O)c1[nH]c(c(c1CC)C(=O)C)C
2TA,Cc1cnc(nc1Nc1cccc(c1)S(=O)(=O)NC(C)(C)C)Nc1ccc(cc1)OCC[NH+]1CCCC1
30M,CC(=O)NCCCCn1c2ccccc2c2c1CCNC2=O
3P2,Cc1onc(c1c1ccc(cc1)c1[nH]c2[n+](c1NC(C)(C)C)ccnc2)C
43S,Brc1cc2ccoc2c(c1)c1nc(N)nc2c1[nH]cn2
4LD,COc1cc2c(cc1c1c(C)noc1C)[nH]c1c2c(ncc1)c1c(C)[nH]nc1C1CC1
9S3,CC(=O)N1[C@@H](C)C[C@H](c2c1ccc(c2)c1ccc(cc1)C[NH+]1CCCCC1)Nc1ccccc1
EB0,CCn1c2ccc(c3c2c(c1=O)ccc3)S(=O)(=O)Nc1ccc(cc1)F
EB3,CCn1c2ccc(c3c2c(c1=O)ccc3)S(=O)(=O)NC1CCCCC1
E0A,CCCCS(=O)(=O)Nc1ccc2c3c1cccc3c(=O)n2CC
E0B,CCn1c2ccc(c3c2c(c1=O)ccc3)S(=O)(=O)NCC1CCN(CC1)C(=O)C
L26,CCc1c(C(=O)C)c([nH]c1C(=O)Nc1cccc(c1)OCC(=O)N)C
56M,CCN(S(=O)(=O)c1ccc(c(c1)NC(=O)c1[nH]c(c(c1C)C(=O)C)C)O)CC
L28,CCN(S(=O)(=O)c1ccc(c(c1)NC(=O)c1[nH]c(c(c1CC)C(=O)N)C)O)CC
57G,CCN(S(=O)(=O)c1ccc(c(c1)NC(=O)c1[nH]c(c(c1CC)C(=O)CO)C)O)CC
L33,CCN(S(=O)(=O)c1cccc(c1)NC(=O)c1[nH]c(c(c1CC)C(=O)C)C)CC
57F,CCN(S(=O)(=O)c1cc(NC(=O)c2[nH]c(c(c2CC)C(=O)C)C)c(cc1C)O)CC
L40,CCc1c([nH]c(c1C(=O)C)C)C(=O)Nc1cc(ccc1C)S(=O)(=O)NC
57E,CCc1c(C(=O)C)c([nH]c1C(=O)n1ccc2c1cc(cc2)S(=O)(=O)NC)C
56Y,CCc1c(C(=O)C)c([nH]c1C(=O)N(Cc1cccc(c1)C(=O)N)C)C
5D2,O=C(C1CCN(CC1)c1ccc2n(n1)c(C)nn2)NCCC[NH+]1CCN(CC1)c1cccc(c1)Cl
5GD,COc1cc(OC)cc(c1C(=O)N)N
E0C,COc1ccc(cc1S(=O)(=O)Nc1ccc2c3c1cccc3c(=O)n2CC)Br
5NQ,CCCCc1c(C)nc2n(c1C)nc(n2)SCc1nc2c(n1CC)c(=O)[nH]c(=O)n2CCCC
5OU,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(cc1)Cl
5VY,C[NH+]1CCN(CC1)c1ccc(cc1)Nc1ncc(c(n1)Nc1cccc(c1)NS(=O)(=O)C(C)(C)C)C
5VZ,C[NH+]1CCN(CC1)c1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(c(c1)NS(=O)(=O)C(C)(C)C)Cl)C
5W0,C[NH+]1CCN(CC1)c1ccc(cc1F)Nc1ncc(c(n1)Nc1cccc(c1)NS(=O)(=O)C(C)(C)C)C
5W1,C[NH+]1CCN(CC1)c1ccc(cc1F)Nc1ncc(c(n1)Nc1ccc(c(c1)NS(=O)(=O)C(C)(C)C)Cl)C
5W2,C[N@@H+]1CC[C@H](CC1)NC(=O)c1ccc(cc1F)Nc1ncc(c(n1)Nc1ccc(c(c1)NS(=O)(=O)C(C)(C)C)Cl)C
67B,CN(C(=O)c1cccc(c1)c1cn(C)c(=O)c2c1cc[nH]2)C
69G,C/C=C/Cn1cc(c2cccc(c2)C(=O)N(C)C)c2c(c1=O)[nH]cc2
82V,O=c1cc(oc2c1scc2c1ccc2c(c1)OCCO2)N1CCOCC1
8PX,COc1cc2onc(c2cc1NS(=O)(=O)c1cc(Br)ccc1OC)C
8QC,CNc1cc2onc(c2cc1NS(=O)(=O)c1cc(Br)ccc1OC)C
F5V,Cn1ncc(c1)c1ccc2c(c1)c(cn(c2=O)C)c1cccc(c1)NS(=O)(=O)C
F5Y,COc1ccc(cc1c1cn(C)c(=O)c2c1cc(cc2)c1cnn(c1)C)S(=O)(=O)CC
HRY,C[NH+](CC[NH+]1CCN(CC1)c1nc(NCc2cccc(c2)Cl)c2c(n1)ccc(c2)c1ccc(=O)n(c1)C)C
DZH,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(cc1)CNS(=O)(=O)c1ccc2c(c1)CCCC(=O)N2
HG8,CCOc1cc(ccc1Nc1ncc2c(n1)N(Cc1scc(c1)C)[C@@H](C(=O)N2C)CC)[C@@H]1CC[N@H+](CC1)C
HG5,CCOc1cc(ccc1Nc1ncc2c(n1)N(Cc1ccccc1)[C@@H](C(=O)N2C)CC)[C@@H]1CC[N@H+](CC1)C
JQY,Fc1ccc(cc1)c1ncn(c1c1ccnc(n1)Nc1ccc(c(c1)C)C)C1CC[NH2+]CC1
JQP,Fc1ccc(cc1)c1ncn(c1c1ccnc(n1)Nc1cc(C)cc(c1)C)C1CC[NH2+]CC1
E5Q,Oc1cc(cc(c1)c1c(C)noc1C)[C@H](c1cccnc1)O
A0R,COc1ccccc1CCC(=O)c1ccc(cc1O)O
E0K,O=C1Nc2ccc(cc2O[C@@H]1C[C@@H]1C=C1)c1c(C)noc1C
6JF,OC(=O)c1ccc(cc1)c1cn(c2c1ncc(c2)c1c(C)noc1C)[C@H](c1ccccn1)C
4K4,COc1cc(ccc1Nc1ncc2c(n1)n(C)c1ccccc1c(=O)n2C)C(=O)N1CCC(CC1)[N@@H+]1CC[N@H+](CC1)C
HCC,Oc1ccc(cc1)CCC(=O)c1ccc(cc1O)O
LMR,OC(=O)C[C@@H](C(=O)O)O
BM3,OC[C@H]1O[C@H](O)[C@H]([C@H]([C@@H]1O)O)NC(=O)C
U,OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O)O
DPN,[NH3+][C@@H](C(=O)O)Cc1ccccc1
HI0,C[NH+](CC[C@@H](Nc1ccc(cc1N(=O)=O)S(=O)(=O)Nc1ncnc2c1ccc(c2)N1CC[N@H+](CC1)Cc1ccccc1c1ccc(cc1)Cl)CSc1ccccc1)C
H1I,O=C(NS(=O)(=O)c1cccc(c1)c1ccc(o1)/C(=N\Nc1nc2c(s1)cccc2)/C)CCCCCc1ccccc1
H0Y,OC(=O)c1cccc(n1)c1ccc2c(c1)/C(=N/Nc1nc3c(s1)cccc3)/CCC2
X0B,[NH3+]Cc1ccc(cc1)OCCCc1sc(nc1C(=O)O)c1ccc2c(c1)/C(=N/Nc1nc3c(s1)cccc3)/CCC2
X0D,CCCN(C(=O)c1cccc(c1)C#Cc1ccc(cc1F)F)C(=O)N[C@H](C(=O)O)CSCC(C)C
X0R,CCCN(C(=O)c1cccc(c1)C#Cc1ccc(cc1F)F)C(=O)N[C@H](C(=O)O)CSCc1ccc(cc1)Br
ZGA,CC[C@@H](C[C@@H](/C=C/C(=O)O[C@@H]1[C@@H](O)[C@@]2(O[C@@]1(C(=O)O)[C@](O)(C(=O)O)[C@H](O2)C(=O)O)CCC(=C)[C@H]([C@@H](Cc1ccccc1)C)OC(=O)C)C)C
JRJ,[NH3+]CCCCn1nnc(c1)CCn1nc2c(n1)c(Br)c(c(c2Br)Br)Br
K82,CCCOc1ccc(cc1Cl)C[NH3+]
54G,Cc1ccc(c(c1)C(=O)O)O
54S,O=C(CC[NH2+]Cc1ccc(c(c1)Cl)c1ccccc1)NCCC(=O)Nc1cccc(c1)C(=O)O
5Y3,N#Cc1cnn2c1nc(Nc1ccc(c(c1)NC(=O)C)N(CC[NH3+])C)cc2N[C@@H]1C=C1
5Y4,N#Cc1cnn2c1nc(Nc1ccc(c(c1)NC(=O)C)N(CC[NH+](C)C)C)cc2N[C@@H]1C=C1
C98,O=C(CC(=O)Nc1cccc(c1)C(=O)O)NCCC[NH2+]Cc1ccc(c(c1)Cl)c1ccccc1
86L,[NH3+]Cc1ccc(c(c1)Cl)OC(C)C
A4B,COc1ccccc1c1ccc(cc1Cl)C[NH3+]
A4N,[NH3+]Cc1ccc(c(c1)Cl)c1ccccc1C
A4Q,CCc1ccccc1c1ccc(cc1Cl)C[NH3+]
A4T,[NH3+]Cc1ccc(c(c1)Cl)c1ccccc1F
A8Q,[NH3+]Cc1ccc(c(c1)Cl)c1ccccc1C(C)C
J27,[NH3+]Cc1ccc(c(c1)Cl)c1ccc(cc1C)F
A9K,[NH3+]Cc1ccc(c(c1)Cl)c1ccccc1O
AU8,[NH3+]Cc1cc(Cl)c(c(c1)Cl)c1ccccc1
AUT,CCc1ccccc1c1c(Cl)cc(cc1Cl)C[NH3+]
ZWZ,[NH3+]C[C@H]1[NH2+][C@@H](C)[C@H]([C@H]([C@@H]1O)O)O
ACX,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@H](O[C@H](O[C@@H]4[C@H](O[C@H](O[C@@H]5[C@H](O[C@H](O[C@H]1[C@@H]([C@H]2O)O)[C@H](O)[C@H]5O)CO)[C@H](O)[C@H]4O)CO)[C@@H]([C@H]3O)O)CO
ACP,O[C@@H]1[C@@H](COP(OP(CP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
KAA,[NH3+]CCCC[C@@H](C(=O)NS(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+]
8OG,O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)O)n1c(=O)nc2c1nc(=N)[nH]c2=O
3F1,Cc1ccc(cc1)S(=O)(=O)N[S@@](c1ccc(cc1)OCc1ccccc1)C
K8S,Clc1ccc(cc1)NC(=O)[C@@H]1CN(CC(C1)(F)F)C(=O)c1cccc(c1)c1ccco1
K8M,Fc1cc(cc(c1)c1ccncc1)C(=O)N1C[C@@H](CC(C1)(F)F)C(=O)Nc1ccc(cc1)Cl
ARX,O=C(N[C@@H](C(=O)N[C@@H](C(=O)N)CCC[NH+]=C(N)N)CCC[NH+]=C(N)N)CCCCCNC(=O)[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N
MLB,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O)[C@@H]([C@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@H]1O)O)O
833,Cn1nc(cc1N)c1ccc2c(c1)OCO2
BBY,Nc1cc(n(n1)C)c1cc(Br)c2c(c1)OCO2
MPV,Cn1nc(cc1N)c1cccs1
LBT,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O
RCO,Oc1cccc(c1)O
DEQ,Nc1cc(C)[n+](c2c1cccc2)CCCCCCCC/C=C/[n+]1c(C)cc(c2c1cccc2)N
DM5,O[C@H]1[C@@H]([NH3+])C[C@@H](O[C@H]1C)O[C@H]1C[C@@](O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2)C(=O)C
CTI,COc1c(OC)ccc2c1CN(C)c1c2ccc2c1cc1OCOc1c2
POY,CCCn1cnc2c1c(=O)n(CCCCC(=O)C)c(=O)n2C
3B4,OC(=O)c1ccccc1NC1CCCCC1
AJD,Brc1ccc(c(c1)C(=O)O)N[C@@H]1CCC[NH2+]C1
AKD,Brc1ccc(c(c1)C(=O)O)N[C@H]1CCC[NH2+]C1
EMO,Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)O
PAU,OCC([C@H](C(=O)NCCC(=O)O)O)(C)C
13P,OCC(=O)COP(O)(O)O
FBP,O[C@@H]1[C@@H](COP(O)(O)O)O[C@]([C@H]1O)(O)COP(O)(O)O
F6P,OC[C@@]1(O)O[C@@H]([C@H]([C@@H]1O)O)COP(O)(O)O
PRP,O[C@H]1[C@H](O[C@@H]([C@H]1O)COP(O)(O)O)OP(OP(O)(O)O)(O)O
NTM,OC(=O)c1ncccc1C(=O)O
PHT,OC(=O)c1ccccc1C(=O)O
3PG,OC(=O)[C@@H](COP(O)(O)O)O
DRL,Cc1nc2CCSCc2c(=O)[nH]1
GAB,Nc1cccc(c1)C(=O)O
3HI,O[C@@H](C[C@H](CC(=O)O)O)CCn1c(C(C)C)c(c(c1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccccc1O
4HI,O[C@@H](C[C@H](CC(=O)O)O)CCn1c(nc(c1C(C)C)C(=O)NCc1ccccc1)c1ccc(cc1)F
5HI,OC[C@H](c1ccccc1)NC(=O)c1nc(n(c1C(C)C)CC[C@H](C[C@H](CC(=O)O)O)O)c1ccc(cc1)F
6HI,O[C@@H](C[C@H](CC(=O)O)O)CCc1c(nc(n1C(C)C)C(=O)NCc1ccc(cc1)F)c1ccc(cc1)F
7HI,CCc1n(CC[C@H](C[C@H](CC(=O)O)O)O)c2c(c1C(=O)Nc1ccc(cc1)c1ccccc1)CCCCC2
882,O[C@@H](C[C@H](CC(=O)O)O)CCc1c(c2ccc(cc2)F)c(c(n1C(C)C)C(=O)Nc1ccccc1)c1ccc(cc1)F
8HI,O[C@@H](C[C@H](CC(=O)O)O)CCc1c(c2ccc(cc2)F)c(c(n1C(C)C)C(=O)Nc1ccc(cc1)S(=O)(=O)N)c1ccccc1
9HI,O[C@@H](C[C@H](CC(=O)O)O)CCn1c(c2ccc(cc2)F)c(c(c1C(C)C)S(=O)(=O)Nc1ccc(cc1)C(=O)N)c1ccc(cc1)F
52H,O=C([C@@H](C(C)(C)C)O)NS(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N
53H,O=C([C@@H](C(C)(C)C)[NH3+])NS(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N
54H,CC([C@H](C(=O)NS(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+])C
BZ3,COc1ccc2c(c1)cc[nH]2
BZ2,OC(=O)c1cc2c(o1)cccc2
A4D,SC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N
A5D,O[C@@H]1[C@@H](CSSCc2ccccc2)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
A6D,O[C@@H]1[C@@H](CSSCc2cccc(c2)N(=O)=O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
A7D,OC[C@@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)O
A8D,COc1ccc2c(c1)cc([nH]2)C(=O)NS(=O)(=O)C
FG2,COc1ccc2c(c1)cc([nH]2)C(=O)NS(=O)(=O)c1ccc(cn1)C
FG3,COc1ccc2c(c1)cc(n2CC(=O)O)C(=O)NS(=O)(=O)c1ccc(cn1)C
FG4,COc1ccc2c(c1)cc(n2CC(=O)O)C(=O)OCc1cc2c(o1)cccc2
FG5,COc1ccc2c(c1)cc(n2CC(=O)O)CNS(=O)(=O)c1cc2c(o1)cccc2
FG6,COc1ccc2c(c1)cc(n2CC(=O)O)C(=O)NS(=O)(=O)c1cc2c(o1)cccc2
MS0,COc1ccc2c(c1)occ2CC(=O)O
0HN,OC(=O)c1ccc2c(c1)OCO2
0HO,OC(=O)c1ccc2c(c1)nsn2
0JD,OC(=O)[C@@H]1COc2c(O1)cccc2
0OC,CN(S(=O)(=O)c1cscc1)C
0W1,OC(=O)c1cc2c(s1)n(nc2C)C
9OD,CC(=O)CCCCC/C=C/C(=O)O
NBB,CCCCNS(=O)(=O)c1ccccc1
V13,OCCS(=O)(=O)c1c(F)c(F)c(c(c1F)F)S(=O)(=O)N
BIG,CCCCSC[C@H]1C[N@H+](C[C@@H]1O)Cc1c[nH]c2c1ncnc2N
9-mer,OC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCC[NH+]=C(N)N)[NH3+]
LIZ,OCC(/N=C(/Nc1ccc(cc1)C[C@@H]([NH+](CC(=O)O)CC(=O)O)C[N@@H+]([C@H]1CCCC[C@@H]1[NH+](CC(=O)O)CC(=O)O)CC(=O)O)\S)(CO)CO
DBH,OC(=O)c1cccc(c1O)O
EAH,CCCCC/C=C\C/C=C\CCCCC[C@H](CCCC(=O)O)O
HHG,CCCCCC(=O)OC[C@@H](COP(O)(O)O)O
GA4,C=C1C[C@@]23C[C@H]1CC[C@H]3[C@@]13[C@H]([C@@H]2C(=O)O)[C@@](C)([C@H](CC1)O)C(=O)O3
IHP,OP(O[C@@H]1[C@H](OP(O)(O)O)[C@H](OP(O)(O)O)[C@H]([C@@H]([C@H]1OP(O)(O)O)OP(O)(O)O)OP(O)(O)O)(O)O
PFL,CC(c1cccc(c1O)C(C)C)C
DIE,CCc1cccc(c1O)CC
2MY,Cc1cccc(c1O)C
MET,CSCC[C@H]([NH3+])C(=O)O
ALA,C[C@H]([NH3+])C(=O)O
29Q,Clc1ccc(cc1)[C@@]1(O)c2ccccc2C2=[N]1CCN2
8PA,Cc1ncc(c(n1)N)Cn1c(sc(c1C)CCOP(OP(O)(O)O)(O)O)[C@H](/C=C/c1cccnc1)O
D7K,COP([C@]([C@H]1SC(=C(N1Cc1cnc(nc1N)C)C)CCOP(OP(O)(O)O)(O)O)(c1ccccc1)O)(O)O
6HN,O=N(=O)CCCC[C@@H](C(=O)O)[NH3+]
NNH,O/N=C(/NCC[C@@H](C(=O)O)[NH3+])\N
HAR,ON/C(=[NH+]\CCC[C@@H](C(=O)O)[NH3+])/N
HT1,CCOc1ccc(cc1)c1[nH]c2c(n1)cc(cc2)c1nc2c([nH]1)cc(cc2)N1CC[NH+](CC1)C
DM1,COc1cccc2c1C(=O)c1c(C2=O)c(O)c2c(c1O)[C@@H](O[C@H]1C[C@H]([NH3+])[C@@H]([C@@H](O1)C)O)C[C@](C2)(O)C(=O)C
PEQ,OC(=O)[C@H](OP(O)(O)O)C
79Z,OCCN(S(=O)(=O)C)c1cc2oc(c(c2cc1C1CC1)C(=O)NC)c1ccc(cc1)F
7-mer,OC[C@@H](C(=O)N[C@@H]([C@H](OP(O)(O)O)C)C(=O)N[C@H](C(=O)N)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CC(C)C)Cc1nc[nH]c1
B49,Fc1ccc2c(c1)/C(=C/c1[nH]c(c(c1C)C(=O)N)C)/C(=O)N2
RGG,OC[C@H](CO[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O
32A,CCCCC#Cc1ccc(o1)C(=O)NNC(=S)NC
B7I,C(CCCOc1ccc(cc1)c1ncc[nH]1)CCCOc1ccc(cc1)c1ncc[nH]1
5RL,CN1CCc2c3c1cc1ccc(c(c1c3ccc2)O)O
XNC,Cc1cccc(n1)C(=O)N1c2cccc(c2NC2=C([C@@H]1c1ccc(cc1F)OCc1ccccc1)S(=O)(=O)CC(C2)(C)C)O
IX6,CC(=C)COc1ccc(c(c1)F)[C@@H]1N(C(=O)c2nc(oc2C)C)c2cccc(c2NC2=C1S(=O)(=O)CC(C2)(C)C)O
GDS,O=C(N[C@H](C(=O)NCC(=O)O)CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)[NH3+])CC[C@@H](C(=O)O)[NH3+]
BE2,OC(=O)c1ccccc1N
S45,Clc1ccc(cc1)c1noc(n1)[C@@H]1CCC[NH2+]C1
STU,C[NH2+][C@@H]1C[C@H]2O[C@]([C@@H]1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3CNC1=O
CX4,Clc1ccc2c(c1)ncnc2NCC1CC1
C5N,COc1cc(ccc1Nc1ncc2c(n1)c1n(C)nc(c1cc2)C(=O)Nc1c(CC)cccc1CC)N1CC[NH+](CC1)C
8Q5,CC(CNc1nccn2c1ncc2c1ccc(cc1)C(=O)NC1CC1)C
8QE,N#Cc1c(N)cc(nc1NC(C)(C)C)Nc1ccc(cc1)C(=O)N
AGS,O[C@@H]1[C@@H](COP(OP(OP(S)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
C2E,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]3O[C@H]([C@@H]([C@@H]3OP(OC[C@H]2O[C@H]1n1cnc2c1[nH]c(N)[nH+]c2=O)(O)O)O)n1cnc2c1[nH]c(N)[nH+]c2=O
6P4,Cc1ccc2n(c1)c(c1ccn[nH]1)c(n2)C
AKG,OC(=O)CCC(=O)C(=O)O
M24,O[C@@H]1[C@@H](COP(OC(=O)c2cccc(c2)c2noc(n2)c2ccccc2F)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
PRO,OC(=O)[C@@H]1CCC[NH2+]1
ABU,[NH3+]CCCC(=O)O
A8S,OC(=O)C[C@@H](/C=C/[C@@]1(O)C(=CC(=CC1(C)C)O)C)C
UPG,OC[C@H]1O[C@H](OP(OP(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2ccc(=O)[nH]c2=O)(O)O)(O)O)[C@@H]([C@H]([C@@H]1O)O)O
ACR,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)[NH2+][C@H]1C=C(CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
6PU,Fc1cccc2c1[C@H](CC2)[N@@H+]1C[C@@H]([C@H](C1)c1ccc(cc1)N1CCN(CC1)S(=O)(=O)C)[NH+](C)C
MTT,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@H]([C@H]1O)O)O)O)O
TXT,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@H]([C@H]([C@H]1O)O)[NH2+][C@H]1C=C(CO)[C@@H]([C@H]([C@@H]1O)O)O)O)O
STJ,NC(=O)c1cccc(c1)c1ncnc(c1)Nc1ccc(cc1)OC(F)(F)F
MS9,COC(=O)c1ccc(cc1N)Cl
MS7,CNC(=O)[C@H](Cc1ccc(cc1)OCc1ccccc1)[NH3+]
FYH,O=C(c1cccc(c1)C[NH+]1CCOCC1)Nc1ccc(cc1)OC(F)(F)F
ACA,[NH3+]CCCCCC(=O)O
78P,NC(=O)c1cccc2c1[nH]c(n2)[C@@]1(C)CCC[NH2+]1
D7N,Fc1cc2CN(C(=O)c2c(c1)C(=O)N)[C@@H]1CC[N@H+](CC1)C1CCC(CC1)(F)F
XAV,O=c1[nH]c(nc2c1CSCC2)c1ccc(cc1)C(F)(F)F
AJ4,Fc1ccccc1c1ccc2c(c1)[nH]c(=O)cc2C
AJ6,Nc1ccc(c(c1)Cl)c1ccc2c(c1)[nH]c(=O)cc2C
AJ7,O=C(c1ccc(c(c1)Cl)c1ccc2c(c1)[nH]c(=O)cc2C)NCC[NH+]1CCOCC1
AJ5,COCCNC(=O)c1ccc(c(c1)Cl)c1ccc2c(c1)[nH]c(=O)cc2C
DFL,Oc1ccc(cc1)c1cc(=O)c2c(o1)cccc2
DPV,CCCCCCCCCCCCOP(OCC[N+](C)(C)C)(O)O
3P1,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1c(NCc2ccc3c(n2)cccc3)nc2c1ncnc2N
7DT,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1ccc2c1ncnc2N
DTP,O[C@H]1C[C@@H](O[C@@H]1COP(OP(OP(O)(O)O)(O)O)(O)O)n1cnc2c1ncnc2N
MI1,N#CCC(=O)N1CC[C@H]([C@H](C1)N(c1ncnc2c1cc[nH]2)C)C
79T,N#C[C@@H](C(=O)N(C)C)Cc1ccc(o1)c1nc2c(n1C1CCCCC1)c1cc[nH]c1nc2
F3W,N#C/C=C/c1cccc(c1)c1nc2c(n1C1CCCCC1)c1cc[nH]c1nc2
F4B,N#C/C=C/c1ccc(o1)c1nc2c(n1C1CCCCC1)c1cc[nH]c1nc2
F48,N#CCCc1ccc(o1)c1nc2c(n1C1CCCCC1)c1cc[nH]c1nc2
BB2,CCCCC[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C)CC(=O)NO
