PDBCode,resolution,release_year,pkd,lig_name
1pi5,1.49,2004,7.77,SM2
1wss,2.6,2005,7.77,3CB
1xh9,1.64,2005,7.77,R69
2bdy,1.61,2006,7.77,UNB
2fx9,2.1,2006,7.77,14-mer
2g70,2.4,2007,7.77,HNT
2jh6,2.21,2007,7.77,894
2jsd,,2007,7.77,NGH
2lzg,,2012,7.77,13Q
2osc,2.8,2007,7.77,MUH
2pj7,1.77,2008,7.77,235
2qe2,2.9,2007,7.77,452
2qm9,2.31,2007,7.77,TDZ
2vv9,1.9,2008,7.77,IM9
3chs,2.55,2008,7.77,4BU
3cyw,1.4,2008,7.77,017
3d7g,1.75,2008,7.77,MUD
3dsz,2.0,2009,7.77,LIZ
3et7,2.7,2009,7.77,349
3gm0,2.4,2009,7.77,B41
3hy9,2.02,2009,7.77,098
3io7,2.6,2009,7.77,1P5
3iop,2.2,2010,7.77,8I1
3k5c,2.12,2010,7.77,0BI
3kwb,2.02,2010,7.77,ORH
3mi2,1.2,2010,7.77,PFU
3qpn,2.0,2011,7.77,PFK
3r22,2.9,2011,7.77,D37
3rcd,3.21,2011,7.77,03P
3rq7,1.55,2011,7.77,7-mer
3ske,1.97,2011,7.77,054
3tzm,1.7,2012,7.77,085
3uvq,2.2,2012,7.77,FS8
3uw4,1.79,2012,7.77,4-mer
4alu,2.6,2013,7.77,79O
4cpx,1.85,2014,7.77,V78
4dh6,2.5,2012,7.77,0KN
4g1f,2.9,2013,7.77,0WG
4gzt,2.19,2012,7.77,G39
4hvg,2.75,2013,7.77,19Q
4jyv,2.19,2013,7.77,1OJ
4ke0,2.3,2013,7.77,1R8
4lov,1.5,2014,7.77,KGM
4m3q,2.72,2013,7.77,24K
4md6,2.0,2014,7.77,24E
4nga,2.15,2014,7.77,2KF
4obp,2.27,2014,7.77,2QU
4oho,2.58,2014,7.77,2TG
4pge,2.0,2015,7.77,9-mer
4rj8,2.5,2014,7.77,3QS
4uuh,2.52,2015,7.77,T40
4w9o,1.27,2014,7.77,3JQ
4wsy,2.3,2015,7.77,3U5
4y83,2.89,2015,7.77,49B
4ycn,3.5,2016,7.77,7BL
4zyt,1.7,2016,7.77,3Y9
5abw,1.6,2015,7.77,WQQ
5apr,2.1,1991,7.77,9-mer
5cbm,2.3,2015,7.77,4ZN
5csz,1.8,2015,7.77,11-mer
5fp0,2.35,2016,7.77,SZC
5g1n,2.1,2016,7.77,PAL
5j6a,2.05,2017,7.77,P46
5j6n,1.9,2017,7.77,6FF
5j9x,1.8,2017,7.77,6GC
5kjn,2.72,2016,7.77,6TL
5lwn,1.6,2016,7.77,79R
5mg2,1.75,2017,7.77,7M8
5neb,2.05,2017,7.77,8VE
5nt4,1.9,2018,7.77,97Z
5qqo,2.0,2019,7.77,NRJ
5t97,3.0,2017,7.77,782
5w5s,2.28,2017,7.77,12-mer
6apr,2.5,1991,7.77,6-mer
6cnk,3.7,2018,7.77,NCT
6e6v,2.25,2019,7.77,HWA
6euw,1.0,2017,7.77,BYB
6ez9,1.61,2018,7.77,C68
6oir,2.03,2019,7.77,MNJ
6q9s,2.4,2019,7.77,HRN
6ql2,1.3,2019,7.77,EZL
2bu5,2.35,2006,7.78,TF1
2q6c,2.0,2007,7.78,HR1
4jln,2.15,2014,7.78,18V
4kni,1.8,2013,7.78,E1E
4knn,1.4,2013,7.78,E1F
4q1d,2.0,2015,7.78,2Y1
4r6e,2.2,2015,7.78,3JD
5a3r,3.05,2016,7.78,DL5
5n25,1.4,2017,7.78,8HK
5ueu,2.26,2017,7.78,0S6
1j19,2.4,2003,7.79,16-mer
1ywh,2.7,2005,7.79,13-mer
2zwz,2.36,2009,7.79,ZWZ
5jn9,2.1,2017,7.79,EZL
6g36,1.46,2018,7.79,EKH
6iuo,2.3,2019,7.79,AWX
1al7,2.6,1997,7.8,HST
1cwc,1.86,1996,7.8,11-mer
1f28,1.9,2001,7.8,F89
1g49,1.9,2001,7.8,111
1q6j,2.2,2003,7.8,335
1u1b,2.0,2005,7.8,PAX
1v48,2.2,2004,7.8,HA1
1x8t,1.9,2005,7.8,RC1
2chz,2.6,2006,7.8,093
2ea2,2.5,2008,7.8,F77
2hd6,1.8,2006,7.8,BOS
2i19,2.28,2006,7.8,1BY
2oph,2.4,2007,7.8,277
2ra0,2.3,2008,7.8,JNJ
2wl0,1.9,2009,7.8,5AH
3agl,2.1,2010,7.8,A03
3czv,2.0,2008,7.8,AZM
3g5v,2.0,2010,7.8,16-mer
3g8o,1.9,2010,7.8,30X
3hq5,2.1,2010,7.8,GKK
3kba,2.0,2009,7.8,WOW
3oy1,1.7,2011,7.8,589
3phe,2.2,2010,7.8,C9A
3qgy,2.1,2011,7.8,L7O
3rwj,2.7,2012,7.8,8-mer
3ryj,1.39,2011,7.8,RYJ
3s3i,1.8,2012,7.8,CQ0
3t07,3.3,2011,7.8,09C
3unz,2.8,2012,7.8,0BZ
4a9r,2.85,2012,7.8,RU5
4aa5,2.38,2012,7.8,NQB
4c1m,2.0,2013,7.8,NIH
4fny,2.45,2012,7.8,I3K
4fnz,2.6,2012,7.8,NZF
4glx,1.9,2012,7.8,0XS
4hvs,1.9,2013,7.8,647
4ijp,2.25,2013,7.8,1EH
4j3l,2.09,2013,7.8,AJ5
4jzr,2.1,2013,7.8,4JR
4n6z,2.2,2013,7.8,2HW
4p44,1.75,2015,7.8,2F7
4p45,1.87,2015,7.8,2F9
4pg9,2.4,2015,7.8,9-mer
4qem,1.2,2014,7.8,HC4
4qjw,1.55,2015,7.8,WWO
4qxt,1.58,2015,7.8,19-mer
4r93,1.71,2014,7.8,779
4rj4,2.78,2014,7.8,3QW
4uiv,1.72,2015,7.8,XZB
4uxq,1.85,2014,7.8,0LI
4w9p,1.5,2014,7.8,3JR
4x6j,1.59,2015,7.8,3Y2
5cte,2.34,2015,7.8,57L
5cy3,1.76,2015,7.8,55Y
5hz6,1.14,2016,7.8,65Y
5i3v,1.62,2016,7.8,68M
5iu2,2.7,2016,7.8,6DA
5j9z,2.5,2016,7.8,6HJ
5jjr,1.99,2016,7.8,68E
5l7g,2.01,2016,7.8,6QE
5lmb,1.95,2016,7.8,6ZF
5njz,1.77,2017,7.8,8ZH
5nvf,1.55,2018,7.8,9AW
5nwb,1.6,2018,7.8,9C5
5t92,2.22,2017,7.8,77W
5try,3.0,2017,7.8,7J0
5ts0,2.85,2017,7.8,7J1
5tx5,2.56,2017,7.8,7MJ
5uz0,1.79,2018,7.8,8US
5w0f,1.6,2018,7.8,9U7
6ej2,1.46,2018,7.8,B7E
6h7m,2.76,2018,7.8,68H
6i8m,2.1,2019,7.8,H7W
6i8z,1.99,2019,7.8,H82
6nfy,2.17,2019,7.8,B49
6nfz,2.97,2019,7.8,B49
6nsv,1.31,2019,7.8,6-mer
6s9d,2.67,2019,7.8,L3Z
2yem,2.3,2011,7.81,WSH
4gr3,1.49,2013,7.81,R45
4o4y,1.85,2014,7.81,14-mer
5eu1,1.6,2016,7.81,5SW
5y7z,2.8,2018,7.81,IRE
1b6h,1.8,1998,7.82,3-mer
1eat,2.0,1995,7.82,TFI
1gfw,2.8,2000,7.82,MSI
1nde,3.0,2002,7.82,MON
1nf8,1.6,2003,7.82,ISC
1njs,1.98,2003,7.82,KEU
1nvs,1.8,2003,7.82,UCM
1q3d,2.2,2003,7.82,STU
1sqq,3.0,2005,7.82,OST
1yly,1.25,2005,7.82,CB4
2a4r,2.4,2006,7.82,BNH
2b8l,1.7,2005,7.82,5HA
2bdl,2.0,2006,7.82,4PR
2cf9,1.79,2006,7.82,348
2euf,3.0,2006,7.82,LQQ
2f9v,2.6,2007,7.82,BN6
2j34,2.01,2006,7.82,GS6
2jg0,1.5,2007,7.82,TTZ
2o4n,2.0,2006,7.82,TPV
2o5k,3.2,2007,7.82,HBM
2o7n,1.75,2007,7.82,2O7
2oc0,2.3,2007,7.82,HU1
2pj5,1.65,2008,7.82,11B
2ptz,1.65,2007,7.82,PAH
2pu0,1.9,2007,7.82,PAH
2x6e,3.35,2010,7.82,YM4
2xbx,1.85,2010,7.82,RR8
2xfi,1.73,2010,7.82,XFI
2xjg,2.25,2010,7.82,XJG
3bi6,2.2,2007,7.82,396
3dz6,1.83,2009,7.82,M8E
3gcp,2.25,2009,7.82,SB2
3koo,2.79,2010,7.82,24D
3l13,3.0,2010,7.82,JZW
3mj1,1.72,2010,7.82,614
3mj2,1.9,2010,7.82,MJG
3n2p,1.65,2011,7.82,AYX
3n51,2.1,2010,7.82,BK3
3ncz,3.0,2010,7.82,3NC
3odi,2.2,2011,7.82,11-mer
3prs,1.38,2011,7.82,RIT
3tpp,1.6,2011,7.82,5HA
3uo6,2.8,2012,7.82,0BY
3uph,2.0,2012,7.82,0C1
3vx3,2.1,2013,7.82,ADP
3we4,2.0,2014,7.82,5FI
3zp9,1.31,2013,7.82,9TH
4a4l,2.35,2012,7.82,939
4b0g,2.5,2013,7.82,VEK
4bfp,2.4,2013,7.82,SWY
4bgg,2.56,2013,7.82,844
4k0y,1.95,2013,7.82,1OA
4n9e,1.72,2014,7.82,2HL
4no9,2.9,2014,7.82,2L0
4o13,1.75,2014,7.82,2P1
4pp3,2.0,2014,7.82,2VZ
4qpd,2.1,2015,7.82,THG
4wuy,1.63,2015,7.82,3UJ
4x9r,1.4,2015,7.82,6-mer
4y5h,2.06,2015,7.82,519
4ybk,2.5,2016,7.82,4B7
4ydg,3.25,2016,7.82,G3G
4z1q,1.4,2015,7.82,558
4zsa,2.0,2015,7.82,4UT
5ake,2.26,2015,7.82,6N0
5bq0,1.57,2015,7.82,4US
5hdv,1.71,2016,7.82,60V
5hmi,1.74,2016,7.82,62T
5i29,1.21,2016,7.82,67B
5kj2,1.95,2017,7.82,6TF
5kpm,2.69,2018,7.82,6VM
5mhp,2.43,2017,7.82,7NB
5n9l,1.79,2018,7.82,8QH
5nvh,1.6,2018,7.82,9B2
5trg,2.8,2017,7.82,7HJ
5tyl,1.75,2017,7.82,7N7
6a8n,2.49,2019,7.82,10-mer
6cks,1.72,2018,7.82,F5Y
6g2m,1.37,2018,7.82,O84
6hcu,1.62,2019,7.82,FYB
6iby,2.51,2019,7.82,HAT
6ic6,1.9,2019,7.82,H9B
6jz0,2.86,2019,7.82,3NG
6oi8,2.5,2019,7.82,MQV
6plg,2.93,2019,7.82,ONS
1m5f,1.95,2002,7.83,AM1
3mz3,3.2,2010,7.83,B3N
3ole,1.55,2011,7.83,7-mer
4gr8,1.3,2013,7.83,R4C
5wf6,2.9,2018,7.83,UKA
3cd7,2.05,2008,7.84,882
3ibl,1.55,2009,7.84,O59
3n2u,1.81,2010,7.84,D3X
3olg,2.3,2011,7.84,7-mer
3ttn,2.0,2012,7.84,SPD
3twj,2.9,2012,7.84,07R
4gzp,2.3,2012,7.84,G39
5ne3,1.35,2017,7.84,NXL
5va9,2.55,2018,7.84,20-mer
6b96,1.88,2017,7.84,CZV
6mjj,1.93,2019,7.84,JU4
1a94,2.0,1999,7.85,0Q4
1b8y,2.0,1999,7.85,IN7
1cny,2.3,1995,7.85,EG3
1jwt,2.5,2002,7.85,BLI
1laf,2.06,1995,7.85,ARG
1lbf,2.05,2002,7.85,137
1lst,1.8,1994,7.85,LYS
1o2t,1.62,2003,7.85,783
1w12,2.4,2008,7.85,SL1
1x78,2.3,2005,7.85,244
2fle,1.9,2007,7.85,AI
2gv7,2.2,2006,7.85,672
2oz7,1.8,2007,7.85,CA4
2x8e,2.5,2010,7.85,X8E
2xcs,2.1,2010,7.85,RXV
3bel,2.3,2008,7.85,POX
3bi0,1.67,2008,7.85,BIX
3c84,1.94,2008,7.85,TH4
3cib,1.72,2008,7.85,314
3d7d,1.69,2008,7.85,FBD
3dd8,1.9,2008,7.85,2C7
3e51,1.9,2009,7.85,N35
3efk,2.2,2008,7.85,MT4
3eta,2.6,2009,7.85,351
3h9k,2.65,2010,7.85,UFP
3i5n,2.0,2010,7.85,B2D
3ika,2.9,2010,7.85,0UN
3ooz,1.8,2011,7.85,ZOO
3qti,2.0,2011,7.85,3QT
3sut,1.9,2012,7.85,OAN
3tl5,2.79,2011,7.85,980
3ua8,1.9,2012,7.85,08W
3uw5,1.71,2012,7.85,4-mer
3uyt,2.0,2012,7.85,0CK
3vw6,2.4,2012,7.85,IM6
4avu,2.4,2012,7.85,LDR
4bjc,2.2,2013,7.85,RPB
4dfw,1.55,2012,7.85,7-mer
4fs3,1.8,2012,7.85,0WE
4gk4,2.1,2013,7.85,L90
4i0r,2.1,2013,7.85,1B4
4ieh,2.1,2013,7.85,1E9
4kbc,1.98,2013,7.85,1QJ
4mc1,1.39,2014,7.85,526
4o44,2.89,2014,7.85,2RS
4p4b,1.93,2015,7.85,2G2
4pcs,1.77,2014,7.85,2M7
4pg3,2.7,2014,7.85,KRS
4qlv,2.9,2014,7.85,39Q
4qmp,2.0,2015,7.85,DKI
4r76,2.5,2014,7.85,R5X
4r95,1.99,2014,7.85,3KW
4rak,2.04,2014,7.85,652
4res,3.41,2015,7.85,BUF
4u6r,2.5,2014,7.85,3E4
4x5r,1.65,2015,7.85,3XO
4x7q,2.33,2015,7.85,3YR
4x9v,1.43,2015,7.85,6-mer
4yc8,2.9,2016,7.85,4B7
5dgz,2.5,2015,7.85,L20
5e89,1.5,2016,7.85,TD2
5e90,2.05,2016,7.85,5L4
5elw,1.4,2016,7.85,5LD
5f1h,1.82,2016,7.85,5U6
5fxq,2.3,2016,7.85,GD5
5hi7,2.15,2016,7.85,62X
5khx,2.4,2016,7.85,6TE
5tpg,1.5,2017,7.85,7H5
5tzz,1.6,2017,7.85,7OJ
5uc1,2.35,2017,7.85,486
5uln,1.35,2017,7.85,8JS
5wuk,2.03,2017,7.85,73K
5yg3,2.4,2018,7.85,8UC
6cyc,1.54,2018,7.85,FKJ
6dvn,2.2,2018,7.85,HB7
6f7i,2.43,2019,7.85,CW5
6fgq,2.37,2018,7.85,D9N
6mja,2.35,2019,7.85,JTJ
6myn,2.74,2019,7.85,2.7.11.25
6q39,2.21,2019,7.85,HDQ
6qad,2.5,2019,7.85,HUZ
1fq6,2.7,2000,7.86,0QF
2ydv,2.6,2011,7.86,NEC
2zas,2.0,2008,7.86,1OH
3hwx,2.6,2009,7.86,TPP
4zl4,2.37,2015,7.86,4PK
5y6e,1.8,2018,7.86,8PO
6cfd,2.57,2018,7.86,EZA
6f9t,1.6,2018,7.86,D0Z
6h14,1.86,2019,7.86,FW8
6op0,2.55,2019,7.86,A7A
2z6w,0.96,2008,7.87,11-mer
3ccw,2.1,2008,7.87,4HI
4rvk,1.85,2015,7.87,3XK
5ny6,1.1,2018,7.87,R92
5q16,2.0,2017,7.87,9MS
5twz,2.63,2017,7.87,45R
5uwn,3.2,2017,7.87,8O7
5v5y,1.9,2017,7.87,8X7
5vc6,2.0,2017,7.87,P48
6e4u,3.27,2018,7.87,HU7
6fo7,2.59,2018,7.87,LX3
6n53,2.7,2019,7.87,UZR
6n55,3.09,2019,7.87,UZ0
2clv,1.9,2006,7.88,8-mer
3sie,1.93,2011,7.88,5BO
4ele,2.35,2013,7.88,31I
5ap6,2.1,2015,7.88,PWU
6mjq,3.0,2019,7.88,JUD
1au2,2.6,1998,7.89,POS
1bm6,,1999,7.89,3-mer
1cwb,2.2,1996,7.89,11-mer
1erq,1.9,2000,7.89,BJH
1fzo,1.8,2001,7.89,9-mer
1gj7,1.5,2002,7.89,132
1h2t,2.15,2002,7.89,GDP-7MG
1h2u,2.4,2002,7.89,GDP-7MG
1klg,2.4,2002,7.89,15-mer
1kvo,2.0,1997,7.89,OAP
1npz,2.0,2003,7.89,C1P
1q6m,2.2,2003,7.89,P27
1qng,2.1,2000,7.89,11-mer
1v79,2.5,2004,7.89,FR7
1vjb,3.2,2004,7.89,OHT
1waw,1.75,2005,7.89,5-mer
1wdy,1.8,2004,7.89,25A
1x7a,2.9,2005,7.89,187
1ywr,1.95,2005,7.89,LI9
2ajl,2.5,2005,7.89,JNH
2f3k,1.6,2006,7.89,RO1
2g2r,2.75,2006,7.89,TNS
2j50,3.0,2006,7.89,627
2onc,2.55,2008,7.89,SY1
2ovz,2.0,2007,7.89,5MR
2pj4,2.0,2008,7.89,414
2qd9,1.7,2007,7.89,LGF
2vj6,1.8,2008,7.89,VG5
2wf4,1.8,2009,7.89,ZY4
2xfj,1.8,2010,7.89,VG5
2xxy,3.0,2011,7.89,KAI
2ylc,1.3,2011,7.89,U
2ym8,2.07,2012,7.89,YM8
2zn7,2.1,2008,7.89,410
3a29,2.6,2009,7.89,2T0
3c56,2.3,2008,7.89,PH4
3e3u,1.56,2009,7.89,NVC
3f8s,2.43,2009,7.89,PF2
3gxz,2.5,2009,7.89,11-mer
3h59,2.1,2009,7.89,H59
3hig,2.09,2009,7.89,BRN
3i81,2.08,2009,7.89,EBI
3kr5,2.56,2010,7.89,BEY
3mg6,2.6,2011,7.89,LZT
3mg7,2.78,2011,7.89,L2T
3mvl,2.8,2010,7.89,38P
3n75,2.0,2011,7.89,G4P
3rz5,1.65,2011,7.89,RZ5
3uoh,2.8,2012,7.89,0C4
3uzp,1.94,2012,7.89,0CK
3v04,2.7,2012,7.89,V04
3vtc,1.5,2013,7.89,TK3
3wax,1.9,2013,7.89,DWX
4axm,2.8,2013,7.89,V65
4b5d,2.2,2012,7.89,SW4
4bzo,2.1,2013,7.89,676
4djs,3.03,2012,7.89,17-mer
4dzw,3.05,2013,7.89,0MQ
4eg4,3.15,2012,7.89,0OT
4ehr,2.09,2012,7.89,0Q5
4g8m,2.05,2012,7.89,G8M
4gts,2.45,2012,7.89,7TP
4igt,1.24,2013,7.89,3ZA
4j1k,2.18,2013,7.89,1HG
4kb8,1.95,2013,7.89,1QN
4m8e,2.4,2014,7.89,29V
4mz4,1.63,2013,7.89,2F3
4ruy,1.14,2015,7.89,3W6
4rx9,1.75,2015,7.89,3YT
4u93,1.55,2014,7.89,990
4y85,2.33,2015,7.89,499
4yp8,2.64,2015,7.89,4GF
4ytc,2.16,2015,7.89,4HW
4yti,2.52,2015,7.89,VJK
4zz1,1.35,2015,7.89,3YF
5csd,1.45,2016,7.89,ACD
5d7r,1.55,2015,7.89,57Y
5emk,2.52,2016,7.89,5QH
5fb7,1.5,2016,7.89,ACD
5fwj,2.1,2016,7.89,MMK
5hkm,2.1,2016,7.89,61Y
5hvu,2.8,2017,7.89,65R
5ihc,2.14,2016,7.89,6BB
5j6l,1.75,2017,7.89,6GC
5jf2,2.0,2016,7.89,SF7
5jgb,2.8,2016,7.89,6JV
5kit,1.6,2016,7.89,6TA
5kyj,2.8,2016,7.89,6Y8
5lyr,1.14,2017,7.89,2-mer
5m4f,1.52,2017,7.89,7FC
5m4i,2.22,2017,7.89,7FC
5m56,2.24,2017,7.89,7FC
5ml2,1.6,2017,7.89,NH6
5olb,1.82,2018,7.89,6ZO
5t1a,2.81,2016,7.89,VT5
5tkb,2.16,2016,7.89,7DJ
5tt7,1.77,2016,7.89,7KF
5u8a,1.45,2017,7.89,82D
5ugc,1.58,2017,7.89,8BS
6ckx,2.8,2018,7.89,8M1
6dql,3.3,2019,7.89,8-mer
6fnf,1.56,2018,7.89,DXH
6k0j,2.35,2019,7.89,CQO
6s90,1.82,2019,7.89,L0Z
6un1,2.26,2019,7.89,TJ7
2e9v,2.0,2008,7.9,85A
2yiq,1.89,2011,7.9,YIQ
3cd5,2.39,2008,7.9,7HI
3hha,1.27,2009,7.9,NOW
3k22,2.1,2010,7.9,JZS
4gk7,2.8,2012,7.9,4-mer
4uiu,1.64,2015,7.9,TVU
5up3,2.95,2017,7.9,8GS
6e2n,2.1,2018,7.9,KK8
1ajx,2.0,1997,7.91,AH1
2h5j,2.0,2006,7.91,5-mer
2q1l,2.05,2007,7.91,882
2qk8,2.4,2007,7.91,MTX
3sv8,2.5,2012,7.91,SV6
4a50,2.75,2012,7.91,DQ6/DQ7
4tvj,2.1,2015,7.91,09L
5e28,1.3,2016,7.91,BC5
6cf7,2.72,2019,7.91,EZ7
1avp,2.6,1997,7.92,11-mer
1b6j,1.85,2000,7.92,5-mer
1c4y,2.7,2000,7.92,IH3
1f90,2.6,2001,7.92,9-mer
1k1p,1.9,2001,7.92,MEL
1p2a,2.5,2003,7.92,5BN
1q6s,2.2,2003,7.92,214
1tfq,,2004,7.92,998
1tg5,1.9,2004,7.92,645
1tl7,2.8,2004,7.92,ONM
1xbc,2.0,2004,7.92,STU
1zfk,1.56,2006,7.92,NR2
2cem,1.8,2007,7.92,2AH
2gbf,3.1,2006,7.92,AIA
2hxl,1.8,2007,7.92,422
2irz,1.8,2006,7.92,I02
2jjb,1.9,2009,7.92,3CU+GLC
2ovv,2.0,2007,7.92,PFH
2pj2,1.95,2008,7.92,864
2pj9,1.56,2008,7.92,281
2q7o,2.9,2008,7.92,IMH
2w1e,2.93,2009,7.92,L0E
2x6d,2.8,2010,7.92,X6D
2y0j,2.43,2011,7.92,AXC
2yj2,1.15,2011,7.92,YJ2
3au6,3.3,2012,7.92,DG3
3d7z,2.1,2008,7.92,GK5
3e0p,1.7,2008,7.92,B3C
3eft,1.85,2009,7.92,3BS
3fi3,2.2,2009,7.92,JK2
3fz1,1.9,2009,7.92,B98
3h9f,2.6,2009,7.92,92M
3hhm,2.8,2009,7.92,KWT
3hv7,2.4,2009,7.92,1AU
3ivi,2.2,2010,7.92,2LI
3kc0,2.8,2010,7.92,2T5
3o0u,1.8,2011,7.92,O47
3od0,2.9,2011,7.92,PCG
3p3j,1.6,2011,7.92,498
3q92,2.8,2012,7.92,XNB
3qpp,1.8,2011,7.92,PFW
3rah,1.75,2012,7.92,O1Z
3sbi,1.4,2012,7.92,E90
3vtd,2.7,2013,7.92,TKD
3wdc,1.18,2013,7.92,7-mer
3wv2,2.3,2014,7.92,WGG
4a6c,1.5,2012,7.92,QG9
4ael,2.2,2012,7.92,4HN
4at4,2.36,2012,7.92,T6E
4bcn,2.1,2013,7.92,T9N
4bky,1.83,2013,7.92,82B
4cws,2.3,2014,7.92,G3R
4g0c,2.0,2012,7.92,AZM
4g68,1.8,2012,7.92,3-mer
4hbm,1.9,2012,7.92,0Y7
4hge,2.3,2012,7.92,15V
4hs8,2.6,2013,7.92,16-mer
4j1f,2.25,2013,7.92,1HL
4j5p,2.3,2013,7.92,BR1
4kmu,3.85,2013,7.92,RFP
4mq1,2.35,2013,7.92,2C3
4mzs,1.85,2014,7.92,2EV
4phu,2.33,2014,7.92,2YB
4qga,1.94,2014,7.92,31Z
4quo,1.65,2014,7.92,3DZ
4rux,1.14,2015,7.92,3W3
4wt6,2.3,2015,7.92,3U6
4xv3,2.8,2015,7.92,P02
4yjn,2.6,2015,7.92,UW4
5aix,2.1,2015,7.92,KRX
5db3,1.71,2016,7.92,58Q
5e1s,2.26,2015,7.92,5JA
5ewm,2.76,2016,7.92,5SM
5f63,1.45,2017,7.92,5W2
5g3n,1.8,2016,7.92,X28
5ghv,2.8,2016,7.92,X5G
5gjd,2.79,2016,7.92,6V3
5i1q,1.5,2016,7.92,67C
5jy3,2.4,2016,7.92,6OX
5kjk,1.93,2016,7.92,6T1
5ly2,2.43,2017,7.92,14-mer
5nut,1.6,2018,7.92,9A8
5q0h,2.5,2017,7.92,9F1
5wh6,1.6,2018,7.92,AKJ
6fr2,2.26,2018,7.92,E3N
6gfx,1.83,2018,7.92,19-mer
6mck,3.77,2019,7.92,JDP
6me1,1.97,2019,7.92,16-mer
6nem,1.95,2019,7.92,KKS
6nv7,2.13,2019,7.92,L3J
6qmr,2.0,2019,7.92,J6T
6r0k,1.15,2019,7.92,JNN
3daz,1.6,2009,7.93,MZM
4g34,2.7,2012,7.93,924
6ijl,2.35,2019,7.93,A8U
1mem,1.8,1998,7.94,0D6
2ewa,2.1,2006,7.94,SB2
3dcs,1.8,2009,7.94,MZM
3hqy,2.0,2009,7.94,PF6
4gtp,2.75,2012,7.94,7TP
6b5a,1.62,2018,7.94,CQS
6en5,1.75,2017,7.94,BJ2
6en6,1.8,2018,7.94,BJ2
6hai,2.2,2018,7.94,FWW
6kzc,2.0,2019,7.94,DZC
1leg,1.75,2002,7.95,8-mer
1sqb,2.69,2004,7.95,AZO
2itp,2.74,2007,7.95,AEE
3bh8,1.65,2008,7.95,10-mer
3fmq,2.5,2009,7.95,FUG
3t85,2.4,2011,7.95,SG7
3u7n,2.3,2012,7.95,UHF
4b7j,2.42,2012,7.95,G39
4bxk,2.2,2013,7.95,1IU
4knj,2.0,2013,7.95,E1F
5n1r,1.3,2017,7.95,8GH
5nap,2.17,2018,7.95,DZ7
5uig,3.5,2017,7.95,8D1
6nvh,1.9,2019,7.95,XL6
6nvl,2.7,2019,7.95,XL6
6oac,3.15,2019,7.95,M1J
6s4t,2.0,2019,7.95,KVB
1epo,2.0,1994,7.96,2Z3
1g2k,1.95,2001,7.96,NM1
1hvh,1.8,1998,7.96,Q82
1idb,2.2,1995,7.96,0DO
1nzq,2.18,2003,7.96,162
1o3e,1.64,2003,7.96,696
1o3f,1.55,2003,7.96,696
1o3g,1.55,2003,7.96,696
1qxl,2.25,2004,7.96,FR8
1xom,1.55,2004,7.96,CIO
2e1w,2.5,2006,7.96,FR6
2e2b,2.2,2007,7.96,406
2eh8,2.6,2008,7.96,11-mer
2j6m,3.1,2007,7.96,AEE
2oah,1.8,2007,7.96,QIN
2oc9,2.59,2007,7.96,IMH
2p3a,1.75,2007,7.96,3TL
2p83,2.5,2007,7.96,MR0
2q15,2.4,2007,7.96,3MR
2qe4,2.4,2007,7.96,JJ3
2x8z,1.98,2010,7.96,X8Z
2zva,2.6,2008,7.96,1N1
3a5y,1.9,2010,7.96,KAA
3bgq,2.0,2007,7.96,VX2
3e3b,3.2,2009,7.96,CCK
3ekw,1.6,2009,7.96,DR7
3fzr,2.7,2009,7.96,3JZ
3g5d,2.2,2009,7.96,1N1
3iok,2.1,2009,7.96,1P6
3iww,2.3,2009,7.96,YZE
3mhc,1.7,2010,7.96,ARZ
3ndm,3.3,2010,7.96,3ND
3nnx,2.28,2010,7.96,EDD
3nwb,1.3,2011,7.96,659
3pp0,2.25,2011,7.96,03Q
3qs1,3.1,2011,7.96,006
3r4p,1.7,2011,7.96,FU7
3rvi,2.65,2011,7.96,RVI
3sni,1.9,2011,7.96,546
3uh4,2.0,2012,7.96,XAV
3uuo,2.11,2012,7.96,0CV
3v5j,2.59,2012,7.96,0F2
3vw9,1.47,2012,7.96,HPJ
3w5e,2.3,2013,7.96,NVW
4ap7,1.8,2012,7.96,F47
4bcj,3.16,2013,7.96,T9N
4g2j,2.4,2013,7.96,0WF
4j2t,3.2,2013,7.96,1HT
4jbs,2.79,2013,7.96,P52
4k3n,2.0,2013,7.96,1OT
4m4q,2.5,2013,7.96,21A
4m5u,2.2,2013,7.96,20F
4ncg,2.58,2014,7.96,2KW
4ngp,1.63,2014,7.96,J31
4pp7,3.4,2014,7.96,2VX
4q15,2.35,2016,7.96,HFG
4r59,1.65,2014,7.96,3J3
4r7m,2.85,2014,7.96,3MW
4uff,1.55,2016,7.96,6V2
4uvx,1.95,2015,7.96,H2W
4uxb,3.22,2015,7.96,P34
4y46,2.04,2015,7.96,4F2
4y79,2.1,2015,7.96,4O6
4y8c,2.7,2015,7.96,49D
4yhz,2.3,2016,7.96,12-mer
4yt6,2.07,2015,7.96,4JY
4yv8,2.0,2016,7.96,5-mer
4zam,1.42,2016,7.96,MA4
5ajx,2.58,2015,7.96,FD9
5ea7,2.85,2015,7.96,5NO
5fao,3.01,2016,7.96,5VW
5h0b,1.65,2017,7.96,OOQ
5jgd,3.1,2016,7.96,6KD
5ji6,2.15,2016,7.96,6KN
5n84,2.3,2017,7.96,8Q5
5o83,2.9,2017,7.96,9NQ
5qcl,2.11,2017,7.96,BUY
5ta2,1.48,2017,7.96,78X
